"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"664","Vieira","F","MU","MU19",0.879629629666667,0.0262545312765519,0.888888889,0.85,0.9,0.0151580606999647,0.0298472566078759,0.85
"665","Vieira","F","MU","MU2",0.85,0.0866025403784438,0.8,0.8,0.95,0.05,0.101885341621699,0.8
"666","Vieira","F","MU","MU20",0.948148148,0.0501027750477926,0.944444444,0.9,1,0.0289268506609903,0.0528427705664755,1
"667","Vieira","F","MU","MU3",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"668","Vieira","F","MU","MU4",0.783333333333333,0.0577350269189626,0.75,0.75,0.85,0.0333333333333333,0.073704289683782,0.75
"669","Vieira","F","MU","MU5",1,0,1,1,1,0,0,1
"670","Vieira","F","MU","MU6",0.979166666666667,0.0360843918243516,1,0.9375,1,0.0208333333333333,0.036852144841891,1
"671","Vieira","F","MU","MU7",0.95,0.05,0.95,0.9,1,0.0288675134594813,0.0526315789473684,1
"672","Vieira","F","MU","MU8",0.933333333333333,0.0288675134594812,0.95,0.9,0.95,0.0166666666666666,0.0309294787065871,0.95
"673","Vieira","F","MU","MU9",0.716666666666667,0.160727512683216,0.65,0.6,0.9,0.0927960727138337,0.224270947930069,0.6
"674","Vieira","F","RE","RE10",0.842105263,0.157894737,0.842105263,0.684210526,1,0.0911605689105752,0.187500000222656,1
"675","Vieira","F","RE","RE11",0.870833333333333,0.112036080497906,0.8125,0.8,1,0.0646840612344168,0.128653872342093,1
"676","Vieira","F","RE","RE12",0.931578947333333,0.0593127772410323,0.9,0.894736842,1,0.0342442479064943,0.0636690829165006,0.9
"677","Vieira","F","RE","RE13",0.982456140333333,0.0303868563035251,1,0.947368421,1,0.0175438596666667,0.0309294787380689,1
"678","Vieira","F","RE","RE15",0.983333333333333,0.0288675134594813,1,0.95,1,0.0166666666666667,0.0293567933486251,1
"679","Vieira","F","RE","RE16",0.866666666666667,0.152752523165195,0.9,0.7,1,0.0881917103688197,0.176252911344455,0.9
"680","Vieira","F","RE","RE17",0.813060428666667,0.18618209130275,0.894736842,0.6,0.944444444,0.10749228053193,0.228989242051871,0.944444444
