"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"188","Onder","M","GI","GI1",2456.7418743,86.4782307107742,2438.9595835,2246.942284,2605.936099,15.7886925644757,0.0352003731508889,2530.484964
"189","Onder","M","GI","GI10",2520.6401492,83.07330215066,2531.6758535,2365.584322,2693.577324,15.1670405047863,0.0329572240516068,2675.156958
"190","Onder","M","GI","GI11",2480.70246506667,85.4876640054787,2459.131131,2348.970815,2648.356675,15.6078406547411,0.0344610710914827,2635.796646
"191","Onder","M","GI","GI12",2399.5957549,67.5806706154176,2397.4469585,2251.395993,2539.704606,12.3384859157969,0.0281633564642783,2290.565226
"192","Onder","M","GI","GI13",2496.25336973333,60.8480464900138,2489.8269525,2381.695879,2630.608672,11.1092825475679,0.0243757493641417,2587.476176
"193","Onder","M","GI","GI14",2583.52133083333,70.8512259902099,2572.290772,2449.776777,2737.511439,12.9356049005781,0.0274242852747635,2536.175495
"194","Onder","M","GI","GI15",2530.34863856667,68.5545224059565,2531.0158615,2405.827855,2656.290112,12.5162861135786,0.0270929157196258,2572.346564
"195","Onder","M","GI","GI2",2455.97159803333,58.5482013035495,2463.9924885,2307.329616,2586.07469,10.6893901851025,0.0238391198621487,2438.410613
"196","Onder","M","GI","GI3",2397.52670059375,57.9736502755475,2400.467936,2269.719452,2495.178089,10.2483903099942,0.0241806067315915,2381.053664
"197","Onder","M","GI","GI4",2461.864598375,73.5079920173363,2469.861843,2299.809022,2632.494685,12.9944999067163,0.029858665690167,2426.406463
"198","Onder","M","GI","GI5",2500.6190889,73.3373946466338,2486.520098,2328.698232,2693.087651,13.3895151188733,0.0293276952784097,2596.827775
"199","Onder","M","GI","GI6",2510.83721290323,66.8984732319393,2501.876771,2385.374921,2644.143751,12.0153204899526,0.0266438910846737,2474.793018
"200","Onder","M","GI","GI7",2458.8170550303,83.8579906164113,2473.291736,2228.601377,2638.296958,14.5978024396598,0.0341050142160242,2228.601377
"201","Onder","M","GI","GI8",2502.37308126667,60.0304760286412,2494.8013105,2360.325035,2625.66674,10.96001528622,0.0239894188752441,2457.881086
"202","Onder","M","GI","GI9",2481.0212091,68.783840200668,2485.7798755,2304.54387,2613.686117,12.5581536232455,0.0277240033049212,2588.82164
"203","Onder","M","KA","KA1",2454.65768559375,58.833081536998,2448.4724545,2331.452638,2570.792027,10.4003177282281,0.0239679373145535,2460.951937
"204","Onder","M","KA","KA10",2397.78138770968,73.3679492114932,2416.494496,2270.757397,2556.747006,13.1772726772153,0.0305982645405272,2385.416594
"205","Onder","M","KA","KA11",2570.46694633333,120.010786341388,2533.3925015,2424.786234,2920.034534,21.9108716077037,0.0466883211677078,2518.63841
"206","Onder","M","KA","KA13",2463.11075623333,54.5087316491436,2472.148723,2321.914224,2579.81646,9.9518873017439,0.0221300367883172,2481.631465
"207","Onder","M","KA","KA14",2531.4057929,96.5002557961717,2531.7811415,2380.090037,2933.454135,17.6184556348606,0.0381212115682252,2614.080038
"208","Onder","M","KA","KA15",2538.1445941,84.2152431574357,2562.465721,2370.422462,2671.207792,15.37552945437,0.0331798445814304,2566.092494
"209","Onder","M","KA","KA16",2491.23034813333,76.2506352390928,2503.59507,2339.467223,2609.326032,13.9213976481831,0.0306076213691869,2495.13068
"210","Onder","M","KA","KA17",2475.21330593333,76.4053913788121,2472.0934085,2252.53154,2625.698008,13.9496521243954,0.0308682048515418,2523.300641
"211","Onder","M","KA","KA18",2438.92575053333,55.4549574880202,2450.748378,2329.203171,2541.015573,10.1246437138929,0.0227374521245239,2341.674568
"212","Onder","M","KA","KA2",2518.580703,41.6294326180056,2518.386572,2433.033338,2601.723631,7.60045976700767,0.016528925425506,2511.368278
"213","Onder","M","KA","KA23",2405.753459,87.832554096357,2421.4164085,2246.909327,2545.797601,16.0359570539558,0.0365093745444998,2499.459941
"214","Onder","M","KA","KA24",2467.619961,74.237262057748,2480.9795265,2253.406045,2614.752786,13.553807678817,0.030084560520277,2519.343133
"215","Onder","M","KA","KA25",2434.80710043333,47.7752550064381,2441.2409175,2341.040809,2538.264535,8.72252828586259,0.0196217823571877,2384.783827
"216","Onder","M","KA","KA28",2454.10249856667,64.6835883075939,2450.1399605,2334.733572,2570.754454,11.8095534721489,0.0263573295513829,2385.444938
"217","Onder","M","KA","KA29",2561.63514383333,64.0833087490133,2576.5146025,2411.822872,2657.59536,11.6999579204676,0.0250165636988867,2577.91425
"218","Onder","M","KA","KA3",2441.05327314706,66.5455327832489,2443.323257,2234.991067,2564.538559,11.4124647198816,0.0272609916036191,2516.492297
"219","Onder","M","KA","KA5",2461.25992602857,62.4693226849501,2444.650878,2302.495414,2598.824701,10.5592427714388,0.0253810343329927,2302.495414
"220","Onder","M","KA","KA6",2515.77905436667,58.8307798345013,2522.3113765,2409.532519,2616.555422,10.7409817303255,0.0233847164489219,2484.423345
"221","Onder","M","KA","KA7",2496.55710755172,88.8795422662292,2531.163987,2220.531789,2594.451618,16.504516658149,0.0356008448584578,2534.348356
"222","Onder","M","KA","KA9",2519.60573306667,71.8621198241866,2513.321769,2381.247366,2671.603258,13.1201680192821,0.0285211765003891,2485.24629
"223","Onder","M","MA","MA12",2510.74718486667,42.7867442002454,2519.0615675,2429.505487,2599.687288,7.81175498689259,0.0170414386833287,2491.036128
"224","Onder","M","MA","MA13",2501.48940073333,85.2063829754132,2509.3790875,2288.828985,2659.272594,15.556485999686,0.0340622602480083,2288.828985
"225","Onder","M","MA","MA16",2484.01043825806,64.5058837250772,2490.992021,2353.941071,2607.435728,11.5855987289465,0.025968443099745,2508.033263
"226","Onder","M","MA","MA18",2557.99051843333,42.8369757192252,2547.5816835,2483.822444,2648.13115,7.82092596557357,0.0167463387414982,2533.943382
"227","Onder","M","MA","MA19",2471.18989674194,68.2497009015365,2467.240892,2361.664344,2605.056733,12.2580081436575,0.0276181530976305,2584.363811
"228","Onder","M","MA","MA20",2424.20207603333,61.9748551016021,2424.745889,2212.921026,2533.533101,11.3150087124205,0.0255650532248574,2417.744763
"229","Onder","M","MA","MA21",2542.20695756667,60.7959562237687,2543.4158835,2402.927577,2672.236483,11.0997722096182,0.0239146368641682,2525.562558
"230","Onder","M","MA","MA23",2521.64216683333,48.5078279781124,2523.888846,2347.307609,2631.281742,8.85627719973079,0.0192366024871119,2500.889689
"231","Onder","M","MA","MA26",2525.64454546667,89.721712807983,2530.884203,2298.672522,2676.859572,16.3808686676442,0.035524283482023,2644.874547
"232","Onder","M","MA","MA27",2534.89629066667,75.1304749524035,2545.8511255,2310.220822,2627.143463,13.7168852958361,0.0296384807650827,2612.575751
"233","Onder","M","MA","MA28",2557.57310346667,75.3094473580917,2575.5278695,2399.687051,2677.452925,13.7495610370915,0.0294456675572688,2517.976308
"234","Onder","M","MA","MA3",2479.43210806667,71.3660287303213,2470.645572,2322.178279,2606.647346,13.0295945917196,0.028783215518641,2511.810986
"235","Onder","M","MA","MA30",2561.1608648,66.9652546089014,2561.694641,2432.467062,2703.789051,12.2261268394574,0.0261464461405983,2586.472747
"236","Onder","M","MA","MA31",2500.02758973333,61.8738299225496,2500.8129,2396.83257,2659.322536,11.2965641226062,0.0247492588388392,2503.213819
"237","Onder","M","MA","MA32",2556.66141996667,74.373744679354,2572.2278125,2329.791782,2673.172189,13.5787258823373,0.0290901814759358,2483.760061
"238","Onder","M","MA","MA33",2505.70592476667,72.7348611013941,2493.025768,2385.299671,2679.090237,13.2795080474129,0.0290276925087158,2517.936349
"239","Onder","M","MA","MA5",2486.94412886667,59.9006261084443,2484.2011315,2406.957594,2601.387161,10.9363080427593,0.0240860361168394,2555.713246
"240","Onder","M","MA","MA6",2518.33978956667,101.994734104878,2547.530211,2294.979348,2733.499092,18.6216055386611,0.0405007833047138,2571.499377
"241","Onder","M","MA","MA7",2525.2680538,70.1907960089749,2528.5074475,2295.000917,2646.877646,12.815027434453,0.027795384297264,2565.975178
"242","Onder","M","MA","MA9",2555.37225593333,51.6133028370579,2556.7918845,2411.120254,2660.919127,9.423256743734,0.0201979585233489,2553.576385
"243","Onder","M","MU","MU1",2498.7552033,69.172763057935,2496.262192,2323.45349,2602.898379,12.6291608972637,0.0276828890507487,2458.965633
"244","Onder","M","MU","MU10",2484.11106406667,49.0274834044904,2484.9238275,2381.618485,2578.923506,8.95115286611652,0.0197364297086737,2578.923506
"245","Onder","M","MU","MU11",2387.1697892,60.1794421313555,2392.991329,2222.29332,2522.012222,10.9872126511401,0.025209535745475,2392.239979
"246","Onder","M","MU","MU12",2513.75152696667,83.471868138585,2533.32574,2319.553403,2628.738165,15.2398083655333,0.0332060934595673,2536.471269
"247","Onder","M","MU","MU13",2402.20556393333,103.427754509499,2416.242996,2187.208465,2575.880646,18.8832380723197,0.0430553305105779,2187.208465
"248","Onder","M","MU","MU14",2522.56629303333,93.6598794766254,2544.9953165,2280.150188,2649.164396,17.0998762408543,0.0371288079664306,2519.876808
"249","Onder","M","MU","MU15",2505.5870463,71.2466008902656,2519.391216,2334.388619,2629.34758,13.0077901510554,0.0284350930834654,2593.206931
"250","Onder","M","MU","MU16",2505.58969673333,67.4063322833843,2504.2155485,2358.419681,2680.690968,12.3066562367661,0.0269023824496347,2543.367281
