Supervisor.PI	Diet	Batch	Population	Line	ReplicateVialOld	ReplicateVial	ProportionEggtoAdultSurvival	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	ProportionEggtoAdultSurvival_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gibert	NS	2	UM	UM6	1	Gibert_2_UM6_1	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.076
Gibert	NS	2	UM	UM6	2	Gibert_2_UM6_2	0.68	Ukraine	48.753	30.206	214	UM	UM	UM	0.969532110115768	#0086A8	-	-	-	0.076
Gibert	NS	2	UM	UM6	3	Gibert_2_UM6_3	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	-	-	-	0.076
Gibert	NS	2	UM	UM7	1	Gibert_2_UM7_1	0.75	Ukraine	48.753	30.206	214	UM	UM	UM	1.0471975511966	#0086A8	+	+	+	0.076
Gibert	NS	2	UM	UM7	2	Gibert_2_UM7_2	0.88	Ukraine	48.753	30.206	214	UM	UM	UM	1.21705472090523	#0086A8	+	+	+	0.076
Gibert	NS	2	UM	UM7	3	Gibert_2_UM7_3	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	+	+	+	0.076
Gibert	NS	2	UM	UM8	1	Gibert_2_UM8_1	0.63	Ukraine	48.753	30.206	214	UM	UM	UM	0.916909264851683	#0086A8	-	-	-	0.076
Gibert	NS	2	UM	UM8	2	Gibert_2_UM8_2	0.83	Ukraine	48.753	30.206	214	UM	UM	UM	1.14580754383249	#0086A8	-	-	-	0.076
Gibert	NS	2	UM	UM8	3	Gibert_2_UM8_3	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.076
Gibert	NS	2	VA	VA22	1	Gibert_2_VA22_1	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	2	Gibert_2_VA22_2	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA22	3	Gibert_2_VA22_3	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	1	Gibert_2_VA34_1	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	2	Gibert_2_VA34_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA34	3	Gibert_2_VA34_3	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	1	Gibert_2_VA44_1	0.5	Russia	57.979	33.244	217	VA	VA	VA	0.785398163397448	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	2	Gibert_2_VA44_2	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA44	3	Gibert_2_VA44_3	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	1	Gibert_2_VA46_1	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	2	Gibert_2_VA46_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA46	3	Gibert_2_VA46_3	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	1	Gibert_2_VA55_1	0.78	Russia	57.979	33.244	217	VA	VA	VA	1.08259106339798	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	2	Gibert_2_VA55_2	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA55	3	Gibert_2_VA55_3	0.83	Russia	57.979	33.244	217	VA	VA	VA	1.14580754383249	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	1	Gibert_2_VA71_1	0.53	Russia	57.979	33.244	217	VA	VA	VA	0.815416192620088	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	2	Gibert_2_VA71_2	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.076
Gibert	NS	2	VA	VA71	3	Gibert_2_VA71_3	0.68	Russia	57.979	33.244	217	VA	VA	VA	0.969532110115768	#095888	+	+	+	0.076
Gibert	NS	2	YE	YE13	1	Gibert_2_YE13_1	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE13	2	Gibert_2_YE13_2	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE13	3	Gibert_2_YE13_3	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE15	1	Gibert_2_YE15_1	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE15	2	Gibert_2_YE15_2	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE15	3	Gibert_2_YE15_3	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE19	1	Gibert_2_YE19_1	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE19	2	Gibert_2_YE19_2	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE19	3	Gibert_2_YE19_3	0.7	Turkey	40.231	32.26	680	YE	YE	YE	0.991156586431192	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE20	1	Gibert_2_YE20_1	0.25	Turkey	40.231	32.26	680	YE	YE	YE	0.523598775598299	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE20	2	Gibert_2_YE20_2	0.33	Turkey	40.231	32.26	680	YE	YE	YE	0.611939714633867	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE20	3	Gibert_2_YE20_3	0.38	Turkey	40.231	32.26	680	YE	YE	YE	0.664215237877967	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE22	1	Gibert_2_YE22_1	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	-	-	-	0.076
Gibert	NS	2	YE	YE22	2	Gibert_2_YE22_2	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	-	-	-	0.076
Gibert	NS	2	YE	YE22	3	Gibert_2_YE22_3	0.55	Turkey	40.231	32.26	680	YE	YE	YE	0.835481873978228	#132B69	-	-	-	0.076
Gibert	NS	2	YE	YE24	1	Gibert_2_YE24_1	0.33	Turkey	40.231	32.26	680	YE	YE	YE	0.611939714633867	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE24	2	Gibert_2_YE24_2	0.35	Turkey	40.231	32.26	680	YE	YE	YE	0.633051836389749	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE24	3	Gibert_2_YE24_3	0.38	Turkey	40.231	32.26	680	YE	YE	YE	0.664215237877967	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE40	1	Gibert_2_YE40_1	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE40	2	Gibert_2_YE40_2	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE40	3	Gibert_2_YE40_3	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE41	1	Gibert_2_YE41_1	0.38	Turkey	40.231	32.26	680	YE	YE	YE	0.664215237877967	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE41	2	Gibert_2_YE41_2	0.35	Turkey	40.231	32.26	680	YE	YE	YE	0.633051836389749	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE41	3	Gibert_2_YE41_3	0.4	Turkey	40.231	32.26	680	YE	YE	YE	0.684719203002283	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE49	1	Gibert_2_YE49_1	0.63	Turkey	40.231	32.26	680	YE	YE	YE	0.916909264851683	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE49	2	Gibert_2_YE49_2	0.63	Turkey	40.231	32.26	680	YE	YE	YE	0.916909264851683	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE49	3	Gibert_2_YE49_3	0.55	Turkey	40.231	32.26	680	YE	YE	YE	0.835481873978228	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE51	1	Gibert_2_YE51_1	0.28	Turkey	40.231	32.26	680	YE	YE	YE	0.557598826699537	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE51	2	Gibert_2_YE51_2	0.43	Turkey	40.231	32.26	680	YE	YE	YE	0.71516745604252	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE51	3	Gibert_2_YE51_3	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE69	1	Gibert_2_YE69_1	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE69	2	Gibert_2_YE69_2	0.68	Turkey	40.231	32.26	680	YE	YE	YE	0.969532110115768	#132B69	+	+	+	0.076
Gibert	NS	2	YE	YE69	3	Gibert_2_YE69_3	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.076
Gibert	NS	3	AK	AK15	1	Gibert_3_AK15_1	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.076
Gibert	NS	3	AK	AK15	2	Gibert_3_AK15_2	0.98	Finland	61.1	23.52	88	AK	AK	AK	1.42889927219073	#A00E00	+	+	+	0.076
Gibert	NS	3	AK	AK15	3	Gibert_3_AK15_3	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.076
Gibert	NS	3	AK	AK4	1	Gibert_3_AK4_1	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.076
Gibert	NS	3	AK	AK4	2	Gibert_3_AK4_2	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.076
Gibert	NS	3	AK	AK4	3	Gibert_3_AK4_3	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.076
Gibert	NS	3	MA	MA12	1	Gibert_3_MA12_1	0.78	Austria	48.375	15.56	572	MA	MA	MA	1.08259106339798	#E38800	+	+	+	0.076
Gibert	NS	3	MA	MA12	2	Gibert_3_MA12_2	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.076
Gibert	NS	3	MA	MA12	3	Gibert_3_MA12_3	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.076
Hoedjes	NS	1	AK	AK1	1	Hoedjes_1_AK1_1	0.58	Finland	61.1	23.52	88	AK	AK	AK	0.865743489873404	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK1	2	Hoedjes_1_AK1_2	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK1	3	Hoedjes_1_AK1_3	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK2	1	Hoedjes_1_AK2_1	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK2	2	Hoedjes_1_AK2_2	0.88	Finland	61.1	23.52	88	AK	AK	AK	1.21705472090523	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK2	3	Hoedjes_1_AK2_3	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK3	1	Hoedjes_1_AK3_1	0.73	Finland	61.1	23.52	88	AK	AK	AK	1.02439576265692	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK3	2	Hoedjes_1_AK3_2	0.5	Finland	61.1	23.52	88	AK	AK	AK	0.785398163397448	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK3	3	Hoedjes_1_AK3_3	0.58	Finland	61.1	23.52	88	AK	AK	AK	0.865743489873404	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK4	1	Hoedjes_1_AK4_1	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK4	2	Hoedjes_1_AK4_2	0.55	Finland	61.1	23.52	88	AK	AK	AK	0.835481873978228	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK4	3	Hoedjes_1_AK4_3	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK5	1	Hoedjes_1_AK5_1	0.7	Finland	61.1	23.52	88	AK	AK	AK	0.991156586431192	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK5	2	Hoedjes_1_AK5_2	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.283
Hoedjes	NS	1	AK	AK5	3	Hoedjes_1_AK5_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI1	1	Hoedjes_1_GI1_1	0.83	Spain	41.618	0.62	173	GI	GI	GI	1.14580754383249	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI1	2	Hoedjes_1_GI1_2	0.8	Spain	41.618	0.62	173	GI	GI	GI	1.10714871779409	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI1	3	Hoedjes_1_GI1_3	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI2	1	Hoedjes_1_GI2_1	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI2	2	Hoedjes_1_GI2_2	0.38	Spain	41.618	0.62	173	GI	GI	GI	0.664215237877967	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI2	3	Hoedjes_1_GI2_3	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	-	-	-	0.283
Hoedjes	NS	1	GI	GI4	1	Hoedjes_1_GI4_1	0.35	Spain	41.618	0.62	173	GI	GI	GI	0.633051836389749	#B82E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI4	2	Hoedjes_1_GI4_2	0.53	Spain	41.618	0.62	173	GI	GI	GI	0.815416192620088	#B82E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI4	3	Hoedjes_1_GI4_3	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI6	1	Hoedjes_1_GI6_1	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI6	2	Hoedjes_1_GI6_2	0.68	Spain	41.618	0.62	173	GI	GI	GI	0.969532110115768	#B82E00	+	+	+	0.283
Hoedjes	NS	1	GI	GI6	3	Hoedjes_1_GI6_3	0.63	Spain	41.618	0.62	173	GI	GI	GI	0.916909264851683	#B82E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA1	1	Hoedjes_1_KA1_1	0.83	Denmark	55.945	10.213	15	KA	KA	KA	1.14580754383249	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA1	2	Hoedjes_1_KA1_2	0.63	Denmark	55.945	10.213	15	KA	KA	KA	0.916909264851683	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA1	3	Hoedjes_1_KA1_3	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA2	1	Hoedjes_1_KA2_1	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA2	2	Hoedjes_1_KA2_2	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA2	3	Hoedjes_1_KA2_3	0.63	Denmark	55.945	10.213	15	KA	KA	KA	0.916909264851683	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA3	1	Hoedjes_1_KA3_1	0.53	Denmark	55.945	10.213	15	KA	KA	KA	0.815416192620088	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA3	2	Hoedjes_1_KA3_2	0.35	Denmark	55.945	10.213	15	KA	KA	KA	0.633051836389749	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA3	3	Hoedjes_1_KA3_3	0.53	Denmark	55.945	10.213	15	KA	KA	KA	0.815416192620088	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA5	1	Hoedjes_1_KA5_1	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA5	2	Hoedjes_1_KA5_2	0.63	Denmark	55.945	10.213	15	KA	KA	KA	0.916909264851683	#D04E00	+	+	+	0.283
Hoedjes	NS	1	KA	KA5	3	Hoedjes_1_KA5_3	0.65	Denmark	55.945	10.213	15	KA	KA	KA	0.937744490405147	#D04E00	+	+	+	0.283
Hoedjes	NS	1	MA	MA3	1	Hoedjes_1_MA3_1	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA3	2	Hoedjes_1_MA3_2	0.73	Austria	48.375	15.56	572	MA	MA	MA	1.02439576265692	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA3	3	Hoedjes_1_MA3_3	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA5	1	Hoedjes_1_MA5_1	0.8	Austria	48.375	15.56	572	MA	MA	MA	1.10714871779409	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	2	Hoedjes_1_MA5_2	0.73	Austria	48.375	15.56	572	MA	MA	MA	1.02439576265692	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA5	3	Hoedjes_1_MA5_3	0.65	Austria	48.375	15.56	572	MA	MA	MA	0.937744490405147	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA6	1	Hoedjes_1_MA6_1	0.63	Austria	48.375	15.56	572	MA	MA	MA	0.916909264851683	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	2	Hoedjes_1_MA6_2	0.53	Austria	48.375	15.56	572	MA	MA	MA	0.815416192620088	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA6	3	Hoedjes_1_MA6_3	0.6	Austria	48.375	15.56	572	MA	MA	MA	0.886077123792614	#E38800	-	-	-	0.283
Hoedjes	NS	1	MA	MA7	1	Hoedjes_1_MA7_1	0.65	Austria	48.375	15.56	572	MA	MA	MA	0.937744490405147	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	2	Hoedjes_1_MA7_2	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA7	3	Hoedjes_1_MA7_3	0.65	Austria	48.375	15.56	572	MA	MA	MA	0.937744490405147	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA9	1	Hoedjes_1_MA9_1	0.68	Austria	48.375	15.56	572	MA	MA	MA	0.969532110115768	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA9	2	Hoedjes_1_MA9_2	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	1	MA	MA9	3	Hoedjes_1_MA9_3	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.283
Hoedjes	NS	1	MU	MU1	1	Hoedjes_1_MU1_1	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	-	-	-	0.283
Hoedjes	NS	1	MU	MU1	2	Hoedjes_1_MU1_2	0.7	Germany	48.18	11.61	520	MU	MU	MU	0.991156586431192	#F6C200	-	-	-	0.283
Hoedjes	NS	1	MU	MU1	3	Hoedjes_1_MU1_3	0.93	Germany	48.18	11.61	520	MU	MU	MU	1.3030329996377	#F6C200	-	-	-	0.283
Hoedjes	NS	1	MU	MU2	1	Hoedjes_1_MU2_1	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU2	2	Hoedjes_1_MU2_2	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU2	3	Hoedjes_1_MU2_3	0.78	Germany	48.18	11.61	520	MU	MU	MU	1.08259106339798	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU3	1	Hoedjes_1_MU3_1	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU3	2	Hoedjes_1_MU3_2	0.6	Germany	48.18	11.61	520	MU	MU	MU	0.886077123792614	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU3	3	Hoedjes_1_MU3_3	0.6	Germany	48.18	11.61	520	MU	MU	MU	0.886077123792614	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU4	1	Hoedjes_1_MU4_1	0.83	Germany	48.18	11.61	520	MU	MU	MU	1.14580754383249	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU4	2	Hoedjes_1_MU4_2	0.75	Germany	48.18	11.61	520	MU	MU	MU	1.0471975511966	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU4	3	Hoedjes_1_MU4_3	0.78	Germany	48.18	11.61	520	MU	MU	MU	1.08259106339798	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU5	1	Hoedjes_1_MU5_1	0.83	Germany	48.18	11.61	520	MU	MU	MU	1.14580754383249	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU5	2	Hoedjes_1_MU5_2	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.283
Hoedjes	NS	1	MU	MU5	3	Hoedjes_1_MU5_3	0.68	Germany	48.18	11.61	520	MU	MU	MU	0.969532110115768	#F6C200	+	+	+	0.283
Hoedjes	NS	1	RE	RE3	1	Hoedjes_1_RE3_1	0.53	Portugal	41.15	-8.41	175	RE	RE	RE	0.815416192620088	#7BA354	+	+	+	0.283
Hoedjes	NS	1	RE	RE3	2	Hoedjes_1_RE3_2	0.65	Portugal	41.15	-8.41	175	RE	RE	RE	0.937744490405147	#7BA354	+	+	+	0.283
Hoedjes	NS	1	RE	RE3	3	Hoedjes_1_RE3_3	0.48	Portugal	41.15	-8.41	175	RE	RE	RE	0.765392826220454	#7BA354	+	+	+	0.283
Hoedjes	NS	1	RE	RE4	1	Hoedjes_1_RE4_1	0.58	Portugal	41.15	-8.41	175	RE	RE	RE	0.865743489873404	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE4	2	Hoedjes_1_RE4_2	0.58	Portugal	41.15	-8.41	175	RE	RE	RE	0.865743489873404	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE4	3	Hoedjes_1_RE4_3	0.63	Portugal	41.15	-8.41	175	RE	RE	RE	0.916909264851683	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE5	1	Hoedjes_1_RE5_1	0.48	Portugal	41.15	-8.41	175	RE	RE	RE	0.765392826220454	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE5	2	Hoedjes_1_RE5_2	0.48	Portugal	41.15	-8.41	175	RE	RE	RE	0.765392826220454	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE5	3	Hoedjes_1_RE5_3	0.43	Portugal	41.15	-8.41	175	RE	RE	RE	0.71516745604252	#7BA354	-	-	-	0.283
Hoedjes	NS	1	RE	RE6	1	Hoedjes_1_RE6_1	0.53	Portugal	41.15	-8.41	175	RE	RE	RE	0.815416192620088	#7BA354	+	+	+	0.283
Hoedjes	NS	1	RE	RE6	2	Hoedjes_1_RE6_2	0.5	Portugal	41.15	-8.41	175	RE	RE	RE	0.785398163397448	#7BA354	+	+	+	0.283
Hoedjes	NS	1	RE	RE6	3	Hoedjes_1_RE6_3	0.55	Portugal	41.15	-8.41	175	RE	RE	RE	0.835481873978228	#7BA354	+	+	+	0.283
Hoedjes	NS	1	UM	UM2	1	Hoedjes_1_UM2_1	0.55	Ukraine	48.753	30.206	214	UM	UM	UM	0.835481873978228	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM2	2	Hoedjes_1_UM2_2	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM2	3	Hoedjes_1_UM2_3	0.53	Ukraine	48.753	30.206	214	UM	UM	UM	0.815416192620088	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM4	1	Hoedjes_1_UM4_1	0.58	Ukraine	48.753	30.206	214	UM	UM	UM	0.865743489873404	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM4	2	Hoedjes_1_UM4_2	0.45	Ukraine	48.753	30.206	214	UM	UM	UM	0.735314452816668	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM4	3	Hoedjes_1_UM4_3	0.6	Ukraine	48.753	30.206	214	UM	UM	UM	0.886077123792614	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM5	1	Hoedjes_1_UM5_1	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM5	2	Hoedjes_1_UM5_2	0.85	Ukraine	48.753	30.206	214	UM	UM	UM	1.17309691170282	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM5	3	Hoedjes_1_UM5_3	0.93	Ukraine	48.753	30.206	214	UM	UM	UM	1.3030329996377	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM7	1	Hoedjes_1_UM7_1	0.63	Ukraine	48.753	30.206	214	UM	UM	UM	0.916909264851683	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM7	2	Hoedjes_1_UM7_2	0.58	Ukraine	48.753	30.206	214	UM	UM	UM	0.865743489873404	#0086A8	+	+	+	0.283
Hoedjes	NS	1	UM	UM7	3	Hoedjes_1_UM7_3	0.68	Ukraine	48.753	30.206	214	UM	UM	UM	0.969532110115768	#0086A8	+	+	+	0.283
