Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Total	Dead	CSM_PropDead	CSM_PropDead_ED	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	CSM_PropDead_ED_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	27	YE	YE22	M	1	Vieira_27_YE22_M_1	18	18	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	27	YE	YE22	M	2	Vieira_27_YE22_M_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	27	YE	YE22	M	3	Vieira_27_YE22_M_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE23	M	1	Vieira_28_YE23_M_1	17	16	0.9411764706	0.9411764706	Turkey	40.231	32.26	680	YE	YE	YE	1.32581766369303	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE23	M	2	Vieira_28_YE23_M_2	18	18	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE23	M	3	Vieira_28_YE23_M_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	M	1	Vieira_28_YE24_M_1	20	12	0.6	0.6	Turkey	40.231	32.26	680	YE	YE	YE	0.886077123792614	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	M	2	Vieira_28_YE24_M_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE24	M	3	Vieira_28_YE24_M_3	19	14	0.7368421053	0.7368421053	Turkey	40.231	32.26	680	YE	YE	YE	1.03213286075594	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	M	1	Vieira_28_YE26_M_1	17	17	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	M	2	Vieira_28_YE26_M_2	18	17	0.9444444444	0.9444444444	Turkey	40.231	32.26	680	YE	YE	YE	1.33285520186767	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE26	M	3	Vieira_28_YE26_M_3	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.094
Vieira	S	28	YE	YE27	M	1	Vieira_28_YE27_M_1	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE27	M	2	Vieira_28_YE27_M_2	18	18	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	-	-	-	0.094
Vieira	S	28	YE	YE27	M	3	Vieira_28_YE27_M_3	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	-	-	-	0.094
Vieira	S	32	YE	YE33	M	1	Vieira_32_YE33_M_1	17	16	0.9411764706	0.9411764706	Turkey	40.231	32.26	680	YE	YE	YE	1.32581766369303	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE33	M	2	Vieira_32_YE33_M_2	17	17	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE33	M	3	Vieira_32_YE33_M_3	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	M	1	Vieira_32_YE40_M_1	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	M	2	Vieira_32_YE40_M_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	32	YE	YE40	M	3	Vieira_32_YE40_M_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	M	1	Vieira_31_YE41_M_1	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	M	2	Vieira_31_YE41_M_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE41	M	3	Vieira_31_YE41_M_3	20	17	0.85	0.85	Turkey	40.231	32.26	680	YE	YE	YE	1.17309691170282	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	M	1	Vieira_31_YE48_M_1	19	16	0.8421052632	0.8421052632	Turkey	40.231	32.26	680	YE	YE	YE	1.16215847175504	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	M	2	Vieira_31_YE48_M_2	20	16	0.8	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE48	M	3	Vieira_31_YE48_M_3	19	18	0.9473684211	0.9473684211	Turkey	40.231	32.26	680	YE	YE	YE	1.33931896293078	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	M	1	Vieira_31_YE49_M_1	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	M	2	Vieira_31_YE49_M_2	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE49	M	3	Vieira_31_YE49_M_3	19	18	0.9473684211	0.9473684211	Turkey	40.231	32.26	680	YE	YE	YE	1.33931896293078	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	M	1	Vieira_31_YE51_M_1	19	16	0.8421052632	0.8421052632	Turkey	40.231	32.26	680	YE	YE	YE	1.16215847175504	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	M	2	Vieira_31_YE51_M_2	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE51	M	3	Vieira_31_YE51_M_3	20	20	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	M	1	Vieira_31_YE69_M_1	20	18	0.9	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	M	2	Vieira_31_YE69_M_2	19	19	1	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE69	M	3	Vieira_31_YE69_M_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	M	1	Vieira_31_YE80_M_1	20	16	0.8	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	M	2	Vieira_31_YE80_M_2	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	31	YE	YE80	M	3	Vieira_31_YE80_M_3	20	19	0.95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.094
Vieira	S	32	VA	VA1	M	1	Vieira_32_VA1_M_1	16	13	0.8125	0.8125	Russia	57.979	33.244	217	VA	VA	VA	1.12296392986596	#095888	+	+	+	0.094
Vieira	S	32	VA	VA1	M	2	Vieira_32_VA1_M_2	19	16	0.8421052632	0.8421052632	Russia	57.979	33.244	217	VA	VA	VA	1.16215847175504	#095888	+	+	+	0.094
Vieira	S	32	VA	VA1	M	3	Vieira_32_VA1_M_3	16	14	0.875	0.875	Russia	57.979	33.244	217	VA	VA	VA	1.20942920288819	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	M	1	Vieira_28_VA9_M_1	18	11	0.6111111111	0.6111111111	Russia	57.979	33.244	217	VA	VA	VA	0.897444709536738	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	M	2	Vieira_28_VA9_M_2	18	12	0.6666666667	0.6666666667	Russia	57.979	33.244	217	VA	VA	VA	0.955316618159864	#095888	+	+	+	0.094
Vieira	S	28	VA	VA9	M	3	Vieira_28_VA9_M_3	18	12	0.6666666667	0.6666666667	Russia	57.979	33.244	217	VA	VA	VA	0.955316618159864	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	M	1	Vieira_32_VA15_M_1	20	16	0.8	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	M	2	Vieira_32_VA15_M_2	20	16	0.8	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.094
Vieira	S	32	VA	VA15	M	3	Vieira_32_VA15_M_3	20	16	0.8	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	M	1	Vieira_28_VA22_M_1	20	17	0.85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	M	2	Vieira_28_VA22_M_2	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA22	M	3	Vieira_28_VA22_M_3	19	15	0.7894736842	0.7894736842	Russia	57.979	33.244	217	VA	VA	VA	1.09411671519222	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	M	1	Vieira_32_VA30_M_1	20	9	0.45	0.45	Russia	57.979	33.244	217	VA	VA	VA	0.735314452816668	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	M	2	Vieira_32_VA30_M_2	20	8	0.4	0.4	Russia	57.979	33.244	217	VA	VA	VA	0.684719203002283	#095888	+	+	+	0.094
Vieira	S	32	VA	VA30	M	3	Vieira_32_VA30_M_3	19	13	0.6842105263	0.6842105263	Russia	57.979	33.244	217	VA	VA	VA	0.974053179560339	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	M	1	Vieira_32_VA34_M_1	20	15	0.75	0.75	Russia	57.979	33.244	217	VA	VA	VA	1.0471975511966	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	M	2	Vieira_32_VA34_M_2	20	12	0.6	0.6	Russia	57.979	33.244	217	VA	VA	VA	0.886077123792614	#095888	+	+	+	0.094
Vieira	S	32	VA	VA34	M	3	Vieira_32_VA34_M_3	20	14	0.7	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	M	1	Vieira_29_VA35_M_1	19	16	0.8421052632	0.8421052632	Russia	57.979	33.244	217	VA	VA	VA	1.16215847175504	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	M	2	Vieira_29_VA35_M_2	20	17	0.85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.094
Vieira	S	29	VA	VA35	M	3	Vieira_29_VA35_M_3	19	15	0.7894736842	0.7894736842	Russia	57.979	33.244	217	VA	VA	VA	1.09411671519222	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	M	1	Vieira_28_VA44_M_1	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	M	2	Vieira_28_VA44_M_2	19	17	0.8947368421	0.8947368421	Russia	57.979	33.244	217	VA	VA	VA	1.24037367887484	#095888	+	+	+	0.094
Vieira	S	28	VA	VA44	M	3	Vieira_28_VA44_M_3	20	20	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	M	1	Vieira_28_VA46_M_1	18	18	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	M	2	Vieira_28_VA46_M_2	17	15	0.8823529412	0.8823529412	Russia	57.979	33.244	217	VA	VA	VA	1.22069054906427	#095888	+	+	+	0.094
Vieira	S	28	VA	VA46	M	3	Vieira_28_VA46_M_3	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	M	1	Vieira_30_VA48_M_1	19	19	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	M	2	Vieira_30_VA48_M_2	18	17	0.9444444444	0.9444444444	Russia	57.979	33.244	217	VA	VA	VA	1.33285520186767	#095888	+	+	+	0.094
Vieira	S	30	VA	VA48	M	3	Vieira_30_VA48_M_3	18	16	0.8888888889	0.8888888889	Russia	57.979	33.244	217	VA	VA	VA	1.23095941735845	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	M	1	Vieira_29_VA55_M_1	18	16	0.8888888889	0.8888888889	Russia	57.979	33.244	217	VA	VA	VA	1.23095941735845	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	M	2	Vieira_29_VA55_M_2	20	19	0.95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.094
Vieira	S	29	VA	VA55	M	3	Vieira_29_VA55_M_3	18	18	1	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	M	1	Vieira_29_VA57_M_1	18	12	0.6666666667	0.6666666667	Russia	57.979	33.244	217	VA	VA	VA	0.955316618159864	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	M	2	Vieira_29_VA57_M_2	20	14	0.7	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.094
Vieira	S	29	VA	VA57	M	3	Vieira_29_VA57_M_3	20	13	0.65	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	M	1	Vieira_30_VA71_M_1	20	14	0.7	0.7	Russia	57.979	33.244	217	VA	VA	VA	0.991156586431192	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	M	2	Vieira_30_VA71_M_2	20	18	0.9	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.094
Vieira	S	30	VA	VA71	M	3	Vieira_30_VA71_M_3	20	13	0.65	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.094
Kozeretska	NS	1	MU	MU11	M	1	Kozeretska_1_MU11_M_1	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU11	M	2	Kozeretska_2_MU11_M_2	20	8	0.4	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU11	F	1	Kozeretska_1_MU11_F_1	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU11	F	2	Kozeretska_2_MU11_F_2	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU9	M	1	Kozeretska_2_MU9_M_1	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU9	M	2	Kozeretska_2_MU9_M_2	20	15	0.75	0.75	Germany	48.18	11.61	520	MU	MU	MU	1.0471975511966	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU9	F	1	Kozeretska_2_MU9_F_1	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU9	F	2	Kozeretska_2_MU9_F_2	20	11	0.55	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU8	M	1	Kozeretska_2_MU8_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU8	M	2	Kozeretska_2_MU8_M_2	20	4	0.2	0.2	Germany	48.18	11.61	520	MU	MU	MU	0.463647609000806	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU8	F	1	Kozeretska_2_MU8_F_1	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU8	F	2	Kozeretska_2_MU8_F_2	20	2	0.1	0.1	Germany	48.18	11.61	520	MU	MU	MU	0.321750554396642	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU13	M	1	Kozeretska_1_MU13_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU13	M	2	Kozeretska_1_MU13_M_2	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU13	F	1	Kozeretska_1_MU13_F_1	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU13	F	2	Kozeretska_1_MU13_F_2	20	13	0.65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.368
Kozeretska	NS	1	MU	MU1	M	1	Kozeretska_1_MU1_M_1	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	-	-	-	0.368
Kozeretska	NS	1	MU	MU1	M	2	Kozeretska_1_MU1_M_2	20	13	0.65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	-	-	-	0.368
Kozeretska	NS	1	MU	MU1	F	1	Kozeretska_1_MU1_F_1	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	-	-	-	0.368
Kozeretska	NS	1	MU	MU1	F	2	Kozeretska_1_MU1_F_2	20	11	0.55	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	-	-	-	0.368
Kozeretska	NS	2	MU	MU6	M	1	Kozeretska_2_MU6_M_1	20	12	0.6	0.6	Germany	48.18	11.61	520	MU	MU	MU	0.886077123792614	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU6	M	2	Kozeretska_2_MU6_M_2	20	2	0.1	0.1	Germany	48.18	11.61	520	MU	MU	MU	0.321750554396642	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU6	F	1	Kozeretska_2_MU6_F_1	20	14	0.7	0.7	Germany	48.18	11.61	520	MU	MU	MU	0.991156586431192	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU6	F	2	Kozeretska_2_MU6_F_2	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU18	M	1	Kozeretska_2_MU18_M_1	20	2	0.1	0.1	Germany	48.18	11.61	520	MU	MU	MU	0.321750554396642	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU18	M	2	Kozeretska_2_MU18_M_2	20	0	0	0	Germany	48.18	11.61	520	MU	MU	MU	0	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU18	F	1	Kozeretska_2_MU18_F_1	20	0	0	0	Germany	48.18	11.61	520	MU	MU	MU	0	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU18	F	2	Kozeretska_2_MU18_F_2	20	4	0.2	0.2	Germany	48.18	11.61	520	MU	MU	MU	0.463647609000806	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU15	M	1	Kozeretska_2_MU15_M_1	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU15	M	2	Kozeretska_2_MU15_M_2	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU15	F	1	Kozeretska_2_MU15_F_1	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU15	F	2	Kozeretska_2_MU15_F_2	20	0	0	0	Germany	48.18	11.61	520	MU	MU	MU	0	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU2	M	1	Kozeretska_2_MU2_M_1	20	15	0.75	0.75	Germany	48.18	11.61	520	MU	MU	MU	1.0471975511966	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU2	M	2	Kozeretska_2_MU2_M_2	20	13	0.65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU2	F	1	Kozeretska_2_MU2_F_1	20	7	0.35	0.35	Germany	48.18	11.61	520	MU	MU	MU	0.633051836389749	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU2	F	2	Kozeretska_2_MU2_F_2	20	5	0.25	0.25	Germany	48.18	11.61	520	MU	MU	MU	0.523598775598299	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU7	M	1	Kozeretska_2_MU7_M_1	20	8	0.4	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU7	M	2	Kozeretska_2_MU7_M_2	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU7	F	1	Kozeretska_2_MU7_F_1	20	3	0.15	0.15	Germany	48.18	11.61	520	MU	MU	MU	0.397699415092072	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU7	F	2	Kozeretska_2_MU7_F_2	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU16	M	1	Kozeretska_2_MU16_M_1	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU16	F	1	Kozeretska_2_MU16_F_1	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU3	M	1	Kozeretska_2_MU3_M_1	20	9	0.45	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU3	M	2	Kozeretska_2_MU3_M_2	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU3	F	1	Kozeretska_2_MU3_F_1	20	11	0.55	0.55	Germany	48.18	11.61	520	MU	MU	MU	0.835481873978228	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU3	F	2	Kozeretska_2_MU3_F_2	20	8	0.4	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU20	M	1	Kozeretska_2_MU20_M_1	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU20	F	1	Kozeretska_2_MU20_F_1	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU14	M	1	Kozeretska_2_MU14_M_1	20	6	0.3	0.3	Germany	48.18	11.61	520	MU	MU	MU	0.579639740363704	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU14	M	2	Kozeretska_2_MU14_M_2	20	5	0.25	0.25	Germany	48.18	11.61	520	MU	MU	MU	0.523598775598299	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU14	F	1	Kozeretska_2_MU14_F_1	20	0	0	0	Germany	48.18	11.61	520	MU	MU	MU	0	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU14	F	2	Kozeretska_2_MU14_F_2	20	1	0.05	0.05	Germany	48.18	11.61	520	MU	MU	MU	0.225513405898131	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU5	M	1	Kozeretska_2_MU5_M_1	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU5	M	2	Kozeretska_2_MU5_M_2	20	9	0.45	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU5	F	1	Kozeretska_2_MU5_F_1	20	1	0.05	0.05	Germany	48.18	11.61	520	MU	MU	MU	0.225513405898131	#F6C200	+	+	+	0.368
Kozeretska	NS	2	MU	MU5	F	2	Kozeretska_2_MU5_F_2	20	1	0.05	0.05	Germany	48.18	11.61	520	MU	MU	MU	0.225513405898131	#F6C200	+	+	+	0.368
Kozeretska	NS	1	AK	AK8	M	1	Kozeretska_1_AK8_M_1	20	20	1	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.368
Kozeretska	NS	2	AK	AK8	M	2	Kozeretska_2_AK8_M_2	20	9	0.45	0.45	Finland	61.1	23.52	88	AK	AK	AK	0.735314452816668	#A00E00	+	+	+	0.368
Kozeretska	NS	1	AK	AK8	F	1	Kozeretska_1_AK8_F_1	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.368
Kozeretska	NS	2	AK	AK8	F	2	Kozeretska_2_AK8_F_2	20	0	0	0	Finland	61.1	23.52	88	AK	AK	AK	0	#A00E00	+	+	+	0.368
Kozeretska	NS	1	AK	AK16	M	1	Kozeretska_1_AK16_M_1	20	17	0.85	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.368
Kozeretska	NS	1	AK	AK16	M	2	Kozeretska_1_AK16_M_2	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.368
Kozeretska	NS	2	AK	AK16	M	3	Kozeretska_2_AK16_M_3	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.368
Kozeretska	NS	1	AK	AK16	F	1	Kozeretska_1_AK16_F_1	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.368
Kozeretska	NS	1	AK	AK16	F	2	Kozeretska_1_AK16_F_2	20	6	0.3	0.3	Finland	61.1	23.52	88	AK	AK	AK	0.579639740363704	#A00E00	+	+	+	0.368
Kozeretska	NS	2	AK	AK16	F	3	Kozeretska_2_AK16_F_3	20	8	0.4	0.4	Finland	61.1	23.52	88	AK	AK	AK	0.684719203002283	#A00E00	+	+	+	0.368
