Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Total	Dead	CSM_PropDead	CSM_PropDead_ED	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	CSM_PropDead_ED_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gonzalez	S	5	MU	MU20	F	3	Gonzalez_5_MU20_F_3	20	19	95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.066
Gonzalez	S	6	MU	MU20	F	4	Gonzalez_6_MU20_F_4	22	21	95.5	0.9545454545	Germany	48.18	11.61	520	MU	MU	MU	1.35594649361008	#F6C200	+	+	+	0.066
Gonzalez	S	7	MU	MU20	F	5	Gonzalez_7_MU20_F_5	20	18	90	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU3	F	1	Gonzalez_2_MU3_F_1	20	20	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU3	F	2	Gonzalez_3_MU3_F_2	17	17	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	6	YE	YE23	M	4	Gonzalez_6_YE23_M_4	20	20	100	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.066
Gonzalez	S	6	YE	YE41	F	3	Gonzalez_6_YE41_F_3	21	21	100	1	Turkey	40.231	32.26	680	YE	YE	YE	1.5707963267949	#132B69	+	+	+	0.066
Gonzalez	S	6	YE	YE41	M	3	Gonzalez_6_YE41_M_3	20	19	95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.066
Gonzalez	S	1	MU	MU5	F	1	Gonzalez_1_MU5_F_1	19	16	84.2	0.8421052632	Germany	48.18	11.61	520	MU	MU	MU	1.16215847175504	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU5	F	2	Gonzalez_3_MU5_F_2	18	16	88.9	0.8888888889	Germany	48.18	11.61	520	MU	MU	MU	1.23095941735845	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU5	F	3	Gonzalez_4_MU5_F_3	20	18	90	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU6	F	1	Gonzalez_1_MU6_F_1	18	18	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU6	F	2	Gonzalez_3_MU6_F_2	19	16	84.2	0.8421052632	Germany	48.18	11.61	520	MU	MU	MU	1.16215847175504	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU6	F	3	Gonzalez_4_MU6_F_3	14	14	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	1	MU	MU7	F	1	Gonzalez_1_MU7_F_1	20	20	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU7	F	2	Gonzalez_2_MU7_F_2	18	17	94.4	0.9444444444	Germany	48.18	11.61	520	MU	MU	MU	1.33285520186767	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU7	F	3	Gonzalez_3_MU7_F_3	20	18	90	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.066
Gonzalez	S	2	MU	MU8	F	1	Gonzalez_2_MU8_F_1	19	19	100	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU8	F	2	Gonzalez_3_MU8_F_2	20	20	105	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.066
Gonzalez	S	4	MU	MU8	F	3	Gonzalez_4_MU8_F_3	19	18	94.7	0.9473684211	Germany	48.18	11.61	520	MU	MU	MU	1.33931896293078	#F6C200	+	+	+	0.066
Gonzalez	S	3	MU	MU9	F	1	Gonzalez_3_MU9_F_1	18	6	33.3	0.3333333333	Germany	48.18	11.61	520	MU	MU	MU	0.615479708635032	#F6C200	+	+	+	0.066
Gonzalez	S	5	MU	MU9	F	2	Gonzalez_5_MU9_F_2	19	16	84.2	0.8421052632	Germany	48.18	11.61	520	MU	MU	MU	1.16215847175504	#F6C200	+	+	+	0.066
Gonzalez	S	6	MU	MU9	F	3	Gonzalez_6_MU9_F_3	21	15	71.4	0.7142857143	Germany	48.18	11.61	520	MU	MU	MU	1.00685368545008	#F6C200	+	+	+	0.066
Gonzalez	S	8	MU	MU9	F	4	Gonzalez_8_MU9_F_4	20	9	45	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.066
Gonzalez	S	6	RE	RE1	F	1	Gonzalez_6_RE1_F_1	19	15	78.9	0.7894736842	Portugal	41.15	-8.41	175	RE	RE	RE	1.09411671519222	#7BA354	+	+	+	0.066
Gonzalez	S	7	RE	RE1	F	2	Gonzalez_7_RE1_F_2	18	15	83.3	0.8333333333	Portugal	41.15	-8.41	175	RE	RE	RE	1.15026199146621	#7BA354	+	+	+	0.066
Gonzalez	S	8	RE	RE1	F	3	Gonzalez_8_RE1_F_3	10	9	90	0.9	Portugal	41.15	-8.41	175	RE	RE	RE	1.24904577239825	#7BA354	+	+	+	0.066
Gonzalez	S	9	RE	RE1	F	4	Gonzalez_9_RE1_F_4	18	17	94.4	0.9444444444	Portugal	41.15	-8.41	175	RE	RE	RE	1.33285520186767	#7BA354	+	+	+	0.066
Gonzalez	S	2	RE	RE10	F	1	Gonzalez_2_RE10_F_1	21	20	95.2	0.9523809524	Portugal	41.15	-8.41	175	RE	RE	RE	1.35080834944416	#7BA354	+	+	+	0.066
Gonzalez	S	3	RE	RE10	F	2	Gonzalez_3_RE10_F_2	19	18	94.7	0.9473684211	Portugal	41.15	-8.41	175	RE	RE	RE	1.33931896293078	#7BA354	+	+	+	0.066
Gonzalez	S	5	RE	RE10	F	3	Gonzalez_5_RE10_F_3	20	19	95	0.95	Portugal	41.15	-8.41	175	RE	RE	RE	1.34528292089677	#7BA354	+	+	+	0.066
Gonzalez	S	6	RE	RE10	F	4	Gonzalez_6_RE10_F_4	23	20	87	0.8695652174	Portugal	41.15	-8.41	175	RE	RE	RE	1.20128738730085	#7BA354	+	+	+	0.066
Gonzalez	S	7	RE	RE10	F	5	Gonzalez_7_RE10_F_5	21	18	85.7	0.8571428571	Portugal	41.15	-8.41	175	RE	RE	RE	1.18319964007848	#7BA354	+	+	+	0.066
Gonzalez	S	2	RE	RE11	F	1	Gonzalez_2_RE11_F_1	22	21	95.5	0.9545454545	Portugal	41.15	-8.41	175	RE	RE	RE	1.35594649361008	#7BA354	-	-	-	0.066
Gonzalez	S	3	RE	RE11	F	2	Gonzalez_3_RE11_F_2	21	15	71.4	0.7142857143	Portugal	41.15	-8.41	175	RE	RE	RE	1.00685368545008	#7BA354	-	-	-	0.066
Gonzalez	S	4	RE	RE11	F	3	Gonzalez_4_RE11_F_3	20	18	90	0.9	Portugal	41.15	-8.41	175	RE	RE	RE	1.24904577239825	#7BA354	-	-	-	0.066
Gonzalez	S	1	RE	RE12	F	1	Gonzalez_1_RE12_F_1	20	19	95	0.95	Portugal	41.15	-8.41	175	RE	RE	RE	1.34528292089677	#7BA354	+	+	+	0.066
Gonzalez	S	3	RE	RE12	F	2	Gonzalez_3_RE12_F_2	16	12	75	0.75	Portugal	41.15	-8.41	175	RE	RE	RE	1.0471975511966	#7BA354	+	+	+	0.066
Gonzalez	S	4	RE	RE12	F	3	Gonzalez_4_RE12_F_3	21	19	90.5	0.9047619048	Portugal	41.15	-8.41	175	RE	RE	RE	1.25706844039819	#7BA354	+	+	+	0.066
Gonzalez	S	2	RE	RE13	F	1	Gonzalez_2_RE13_F_1	17	12	70.6	0.7058823529	Portugal	41.15	-8.41	175	RE	RE	RE	0.997593017648857	#7BA354	+	+	+	0.066
Gonzalez	S	3	RE	RE13	F	2	Gonzalez_3_RE13_F_2	19	17	89.5	0.8947368421	Portugal	41.15	-8.41	175	RE	RE	RE	1.24037367887484	#7BA354	+	+	+	0.066
Gonzalez	S	4	RE	RE13	F	3	Gonzalez_4_RE13_F_3	10	10	100	1	Portugal	41.15	-8.41	175	RE	RE	RE	1.5707963267949	#7BA354	+	+	+	0.066
Gonzalez	S	5	RE	RE15	F	1	Gonzalez_5_RE15_F_1	18	18	100	1	Portugal	41.15	-8.41	175	RE	RE	RE	1.5707963267949	#7BA354	-	-	-	0.066
Gonzalez	S	6	RE	RE15	F	2	Gonzalez_6_RE15_F_2	19	19	100	1	Portugal	41.15	-8.41	175	RE	RE	RE	1.5707963267949	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE15	F	3	Gonzalez_7_RE15_F_3	20	14	70	0.7	Portugal	41.15	-8.41	175	RE	RE	RE	0.991156586431192	#7BA354	-	-	-	0.066
Gonzalez	S	5	RE	RE17	F	1	Gonzalez_5_RE17_F_1	22	18	81.8	0.8181818182	Portugal	41.15	-8.41	175	RE	RE	RE	1.13028566381377	#7BA354	-	-	-	0.066
Gonzalez	S	6	RE	RE17	F	2	Gonzalez_6_RE17_F_2	21	16	76.2	0.7619047619	Portugal	41.15	-8.41	175	RE	RE	RE	1.0610566479578	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE17	F	3	Gonzalez_7_RE17_F_3	20	5	25	0.25	Portugal	41.15	-8.41	175	RE	RE	RE	0.523598775598299	#7BA354	-	-	-	0.066
Gonzalez	S	6	YE	YE69	F	2	Gonzalez_6_YE69_F_2	20	19	95	0.95	Turkey	40.231	32.26	680	YE	YE	YE	1.34528292089677	#132B69	+	+	+	0.066
Gonzalez	S	6	YE	YE69	M	2	Gonzalez_6_YE69_M_2	20	18	90	0.9	Turkey	40.231	32.26	680	YE	YE	YE	1.24904577239825	#132B69	+	+	+	0.066
Gonzalez	S	7	GI	GI10	F	3	Gonzalez_7_GI10_F_3	20	15	75	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	+	+	+	0.066
Gonzalez	S	2	RE	RE3	F	1	Gonzalez_2_RE3_F_1	13	11	84.6	0.8461538462	Portugal	41.15	-8.41	175	RE	RE	RE	1.16773925239274	#7BA354	+	+	+	0.066
Gonzalez	S	3	RE	RE3	F	2	Gonzalez_3_RE3_F_2	12	11	91.7	0.9166666667	Portugal	41.15	-8.41	175	RE	RE	RE	1.27795355512662	#7BA354	+	+	+	0.066
Gonzalez	S	4	RE	RE3	F	3	Gonzalez_4_RE3_F_3	17	15	88.2	0.8823529412	Portugal	41.15	-8.41	175	RE	RE	RE	1.22069054906427	#7BA354	+	+	+	0.066
Gonzalez	S	7	GI	GI10	M	3	Gonzalez_7_GI10_M_3	19	4	21.1	0.2105263158	Spain	41.618	0.62	173	GI	GI	GI	0.47667961160268	#B82E00	+	+	+	0.066
Gonzalez	S	7	GI	GI5	F	3	Gonzalez_7_GI5_F_3	20	15	75	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	-	-	-	0.066
Gonzalez	S	7	GI	GI5	M	3	Gonzalez_7_GI5_M_3	20	9	45	0.45	Spain	41.618	0.62	173	GI	GI	GI	0.735314452816668	#B82E00	-	-	-	0.066
Gonzalez	S	7	KA	KA11	F	3	Gonzalez_7_KA11_F_3	20	16	80	0.8	Denmark	55.945	10.213	15	KA	KA	KA	1.10714871779409	#D04E00	+	+	+	0.066
Gonzalez	S	7	KA	KA11	M	3	Gonzalez_7_KA11_M_3	20	9	45	0.45	Denmark	55.945	10.213	15	KA	KA	KA	0.735314452816668	#D04E00	+	+	+	0.066
Gonzalez	S	7	MA	MA12	F	3	Gonzalez_7_MA12_F_3	20	17	85	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.066
Gonzalez	S	1	RE	RE6	F	1	Gonzalez_1_RE6_F_1	20	16	80	0.8	Portugal	41.15	-8.41	175	RE	RE	RE	1.10714871779409	#7BA354	+	+	+	0.066
Gonzalez	S	2	RE	RE6	F	2	Gonzalez_2_RE6_F_2	10	3	30	0.3	Portugal	41.15	-8.41	175	RE	RE	RE	0.579639740363704	#7BA354	+	+	+	0.066
Gonzalez	S	3	RE	RE6	F	3	Gonzalez_3_RE6_F_3	20	14	70	0.7	Portugal	41.15	-8.41	175	RE	RE	RE	0.991156586431192	#7BA354	+	+	+	0.066
Gonzalez	S	2	RE	RE7	F	1	Gonzalez_2_RE7_F_1	20	18	90	0.9	Portugal	41.15	-8.41	175	RE	RE	RE	1.24904577239825	#7BA354	-	-	-	0.066
Gonzalez	S	3	RE	RE7	F	2	Gonzalez_3_RE7_F_2	18	15	83.3	0.8333333333	Portugal	41.15	-8.41	175	RE	RE	RE	1.15026199146621	#7BA354	-	-	-	0.066
Gonzalez	S	5	RE	RE7	F	3	Gonzalez_5_RE7_F_3	20	11	55	0.55	Portugal	41.15	-8.41	175	RE	RE	RE	0.835481873978228	#7BA354	-	-	-	0.066
Gonzalez	S	6	RE	RE7	F	4	Gonzalez_6_RE7_F_4	22	20	90.9	0.9090909091	Portugal	41.15	-8.41	175	RE	RE	RE	1.26451895764104	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE7	F	5	Gonzalez_7_RE7_F_5	20	12	60	0.6	Portugal	41.15	-8.41	175	RE	RE	RE	0.886077123792614	#7BA354	-	-	-	0.066
Gonzalez	S	7	MA	MA12	M	3	Gonzalez_7_MA12_M_3	20	6	30	0.3	Austria	48.375	15.56	572	MA	MA	MA	0.579639740363704	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA23	F	3	Gonzalez_7_MA23_F_3	19	14	73.7	0.7368421053	Austria	48.375	15.56	572	MA	MA	MA	1.03213286075594	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA23	M	3	Gonzalez_7_MA23_M_3	19	3	15.8	0.1578947368	Austria	48.375	15.56	572	MA	MA	MA	0.408637855039857	#E38800	+	+	+	0.066
Gonzalez	S	7	MA	MA26	F	3	Gonzalez_7_MA26_F_3	20	8	40	0.4	Austria	48.375	15.56	572	MA	MA	MA	0.684719203002283	#E38800	+	+	+	0.066
Gonzalez	S	1	UM	UM13	F	1	Gonzalez_1_UM13_F_1	20	19	95	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	-	-	-	0.066
Gonzalez	S	2	UM	UM13	F	2	Gonzalez_2_UM13_F_2	18	12	66.7	0.6666666667	Ukraine	48.753	30.206	214	UM	UM	UM	0.955316618159864	#0086A8	-	-	-	0.066
Gonzalez	S	3	UM	UM13	F	3	Gonzalez_3_UM13_F_3	17	14	82.4	0.8235294118	Ukraine	48.753	30.206	214	UM	UM	UM	1.13725841748535	#0086A8	-	-	-	0.066
Gonzalez	S	5	UM	UM13	F	4	Gonzalez_5_UM13_F_4	21	21	100	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	-	-	-	0.066
Gonzalez	S	6	UM	UM13	F	5	Gonzalez_6_UM13_F_5	21	20	95.2	0.9523809524	Ukraine	48.753	30.206	214	UM	UM	UM	1.35080834944416	#0086A8	-	-	-	0.066
Gonzalez	S	7	UM	UM13	F	6	Gonzalez_7_UM13_F_6	21	12	57.1	0.5714285714	Ukraine	48.753	30.206	214	UM	UM	UM	0.857071947821264	#0086A8	-	-	-	0.066
Gonzalez	S	8	UM	UM13	F	7	Gonzalez_8_UM13_F_7	16	15	93.8	0.9375	Ukraine	48.753	30.206	214	UM	UM	UM	1.31811607165282	#0086A8	-	-	-	0.066
Gonzalez	S	9	UM	UM13	F	8	Gonzalez_9_UM13_F_8	18	17	94.4	0.9444444444	Ukraine	48.753	30.206	214	UM	UM	UM	1.33285520186767	#0086A8	-	-	-	0.066
Gonzalez	S	7	MA	MA26	M	3	Gonzalez_7_MA26_M_3	21	3	14.3	0.1428571429	Austria	48.375	15.56	572	MA	MA	MA	0.387596686716418	#E38800	+	+	+	0.066
Gonzalez	S	7	MU	MU4	F	3	Gonzalez_7_MU4_F_3	19	13	68.4	0.6842105263	Germany	48.18	11.61	520	MU	MU	MU	0.974053179560339	#F6C200	+	+	+	0.066
Gonzalez	S	7	MU	MU4	M	3	Gonzalez_7_MU4_M_3	20	8	40	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.066
Gonzalez	S	2	UM	UM18	F	1	Gonzalez_2_UM18_F_1	19	10	52.6	0.5263157895	Ukraine	48.753	30.206	214	UM	UM	UM	0.811726117554585	#0086A8	+	+	+	0.066
Gonzalez	S	3	UM	UM18	F	2	Gonzalez_3_UM18_F_2	18	9	50	0.5	Ukraine	48.753	30.206	214	UM	UM	UM	0.785398163397448	#0086A8	+	+	+	0.066
Gonzalez	S	4	UM	UM18	F	3	Gonzalez_4_UM18_F_3	21	9	42.9	0.4285714286	Ukraine	48.753	30.206	214	UM	UM	UM	0.713724378973633	#0086A8	+	+	+	0.066
Gonzalez	S	5	UM	UM2	F	1	Gonzalez_5_UM2_F_1	20	19	95	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	+	+	+	0.066
Gonzalez	S	6	UM	UM2	F	2	Gonzalez_6_UM2_F_2	19	16	84.2	0.8421052632	Ukraine	48.753	30.206	214	UM	UM	UM	1.16215847175504	#0086A8	+	+	+	0.066
Gonzalez	S	1	UM	UM20	F	1	Gonzalez_1_UM20_F_1	19	17	89.5	0.8947368421	Ukraine	48.753	30.206	214	UM	UM	UM	1.24037367887484	#0086A8	+	+	+	0.066
Gonzalez	S	2	UM	UM20	F	2	Gonzalez_2_UM20_F_2	20	12	60	0.6	Ukraine	48.753	30.206	214	UM	UM	UM	0.886077123792614	#0086A8	+	+	+	0.066
Gonzalez	S	3	UM	UM20	F	3	Gonzalez_3_UM20_F_3	16	8	50	0.5	Ukraine	48.753	30.206	214	UM	UM	UM	0.785398163397448	#0086A8	+	+	+	0.066
Gonzalez	S	1	UM	UM21	F	1	Gonzalez_1_UM21_F_1	20	16	80	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	+	+	+	0.066
Gonzalez	S	2	UM	UM21	F	2	Gonzalez_2_UM21_F_2	16	9	56.3	0.5625	Ukraine	48.753	30.206	214	UM	UM	UM	0.848062078981481	#0086A8	+	+	+	0.066
Gonzalez	S	3	UM	UM21	F	3	Gonzalez_3_UM21_F_3	21	11	52.4	0.5238095238	Ukraine	48.753	30.206	214	UM	UM	UM	0.809216694700115	#0086A8	+	+	+	0.066
Gonzalez	S	7	RE	RE4	F	2	Gonzalez_7_RE4_F_2	20	15	75	0.75	Portugal	41.15	-8.41	175	RE	RE	RE	1.0471975511966	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE4	M	2	Gonzalez_7_RE4_M_2	20	4	20	0.2	Portugal	41.15	-8.41	175	RE	RE	RE	0.463647609000806	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE5	F	5	Gonzalez_7_RE5_F_5	20	19	95	0.95	Portugal	41.15	-8.41	175	RE	RE	RE	1.34528292089677	#7BA354	-	-	-	0.066
Gonzalez	S	1	UM	UM23	F	1	Gonzalez_1_UM23_F_1	20	16	80	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	-	-	-	0.066
Gonzalez	S	2	UM	UM23	F	2	Gonzalez_2_UM23_F_2	16	5	31.3	0.3125	Ukraine	48.753	30.206	214	UM	UM	UM	0.593199776149629	#0086A8	-	-	-	0.066
Gonzalez	S	3	UM	UM23	F	3	Gonzalez_3_UM23_F_3	13	6	46.2	0.4615384615	Ukraine	48.753	30.206	214	UM	UM	UM	0.746898593030461	#0086A8	-	-	-	0.066
Gonzalez	S	7	RE	RE5	M	5	Gonzalez_7_RE5_M_5	18	5	27.8	0.2777777778	Portugal	41.15	-8.41	175	RE	RE	RE	0.555121167581594	#7BA354	-	-	-	0.066
Gonzalez	S	7	RE	RE8	F	2	Gonzalez_7_RE8_F_2	20	16	80	0.8	Portugal	41.15	-8.41	175	RE	RE	RE	1.10714871779409	#7BA354	+	+	+	0.066
Gonzalez	S	7	RE	RE8	M	2	Gonzalez_7_RE8_M_2	20	0	0	0	Portugal	41.15	-8.41	175	RE	RE	RE	0	#7BA354	+	+	+	0.066
Gonzalez	S	1	UM	UM4	F	1	Gonzalez_1_UM4_F_1	20	14	70	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	+	+	+	0.066
Gonzalez	S	2	UM	UM4	F	2	Gonzalez_2_UM4_F_2	20	14	70	0.7	Ukraine	48.753	30.206	214	UM	UM	UM	0.991156586431192	#0086A8	+	+	+	0.066
Gonzalez	S	3	UM	UM4	F	3	Gonzalez_3_UM4_F_3	20	8	40	0.4	Ukraine	48.753	30.206	214	UM	UM	UM	0.684719203002283	#0086A8	+	+	+	0.066
Gonzalez	S	1	UM	UM5	F	1	Gonzalez_1_UM5_F_1	20	19	95	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	+	+	+	0.066
Gonzalez	S	2	UM	UM5	F	2	Gonzalez_2_UM5_F_2	18	18	100	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	+	+	+	0.066
Gonzalez	S	4	UM	UM5	F	3	Gonzalez_4_UM5_F_3	13	12	92.3	0.9230769231	Ukraine	48.753	30.206	214	UM	UM	UM	1.28976142533538	#0086A8	+	+	+	0.066
Gonzalez	S	1	UM	UM7	F	1	Gonzalez_1_UM7_F_1	20	16	80	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	+	+	+	0.066
Gonzalez	S	3	UM	UM7	F	2	Gonzalez_3_UM7_F_2	20	18	90	0.9	Ukraine	48.753	30.206	214	UM	UM	UM	1.24904577239825	#0086A8	+	+	+	0.066
Gonzalez	S	4	UM	UM7	F	3	Gonzalez_4_UM7_F_3	19	18	94.7	0.9473684211	Ukraine	48.753	30.206	214	UM	UM	UM	1.33931896293078	#0086A8	+	+	+	0.066
Gonzalez	S	2	UM	UM9	F	1	Gonzalez_2_UM9_F_1	20	19	95	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	-	-	-	0.066
Gonzalez	S	3	UM	UM9	F	2	Gonzalez_3_UM9_F_2	19	12	63.2	0.6315789474	Ukraine	48.753	30.206	214	UM	UM	UM	0.918545171989272	#0086A8	-	-	-	0.066
Gonzalez	S	4	UM	UM9	F	3	Gonzalez_4_UM9_F_3	19	19	100	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	-	-	-	0.066
Gonzalez	S	1	VA	VA1	F	1	Gonzalez_1_VA1_F_1	18	18	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA1	F	2	Gonzalez_2_VA1_F_2	19	17	89.5	0.8947368421	Russia	57.979	33.244	217	VA	VA	VA	1.24037367887484	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA1	F	3	Gonzalez_3_VA1_F_3	20	11	55	0.55	Russia	57.979	33.244	217	VA	VA	VA	0.835481873978228	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA15	F	1	Gonzalez_2_VA15_F_1	19	17	89.5	0.8947368421	Russia	57.979	33.244	217	VA	VA	VA	1.24037367887484	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA15	F	2	Gonzalez_3_VA15_F_2	20	16	80	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.066
Gonzalez	S	4	VA	VA15	F	3	Gonzalez_4_VA15_F_3	20	18	90	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA22	F	1	Gonzalez_2_VA22_F_1	18	17	94.4	0.9444444444	Russia	57.979	33.244	217	VA	VA	VA	1.33285520186767	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA22	F	2	Gonzalez_3_VA22_F_2	21	19	90.5	0.9047619048	Russia	57.979	33.244	217	VA	VA	VA	1.25706844039819	#095888	+	+	+	0.066
Gonzalez	S	5	VA	VA22	F	3	Gonzalez_5_VA22_F_3	19	19	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	6	VA	VA22	F	4	Gonzalez_6_VA22_F_4	20	20	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	7	VA	VA22	F	5	Gonzalez_7_VA22_F_5	20	17	85	0.85	Russia	57.979	33.244	217	VA	VA	VA	1.17309691170282	#095888	+	+	+	0.066
Gonzalez	S	1	VA	VA30	F	1	Gonzalez_1_VA30_F_1	20	16	80	0.8	Russia	57.979	33.244	217	VA	VA	VA	1.10714871779409	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA30	F	2	Gonzalez_3_VA30_F_2	18	18	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	4	VA	VA30	F	3	Gonzalez_4_VA30_F_3	20	13	65	0.65	Russia	57.979	33.244	217	VA	VA	VA	0.937744490405147	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA34	F	1	Gonzalez_2_VA34_F_1	19	17	89.5	0.8947368421	Russia	57.979	33.244	217	VA	VA	VA	1.24037367887484	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA34	F	2	Gonzalez_3_VA34_F_2	20	20	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	4	VA	VA34	F	3	Gonzalez_4_VA34_F_3	21	21	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA35	F	1	Gonzalez_2_VA35_F_1	20	19	95	0.95	Russia	57.979	33.244	217	VA	VA	VA	1.34528292089677	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA35	F	2	Gonzalez_3_VA35_F_2	20	18	90	0.9	Russia	57.979	33.244	217	VA	VA	VA	1.24904577239825	#095888	+	+	+	0.066
Gonzalez	S	4	VA	VA35	F	3	Gonzalez_4_VA35_F_3	17	14	82.4	0.8235294118	Russia	57.979	33.244	217	VA	VA	VA	1.13725841748535	#095888	+	+	+	0.066
Gonzalez	S	1	VA	VA44	F	1	Gonzalez_1_VA44_F_1	19	19	100	1	Russia	57.979	33.244	217	VA	VA	VA	1.5707963267949	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA44	F	2	Gonzalez_2_VA44_F_2	19	15	78.9	0.7894736842	Russia	57.979	33.244	217	VA	VA	VA	1.09411671519222	#095888	+	+	+	0.066
Gonzalez	S	3	VA	VA44	F	3	Gonzalez_3_VA44_F_3	21	20	95.2	0.9523809524	Russia	57.979	33.244	217	VA	VA	VA	1.35080834944416	#095888	+	+	+	0.066
Gonzalez	S	1	VA	VA46	F	1	Gonzalez_1_VA46_F_1	18	13	72.2	0.7222222222	Russia	57.979	33.244	217	VA	VA	VA	1.0156751592133	#095888	+	+	+	0.066
Gonzalez	S	2	VA	VA46	F	2	Gonzalez_2_VA46_F_2	20	8	40	0.4	Russia	57.979	33.244	217	VA	VA	VA	0.684719203002283	#095888	+	+	+	0.066
