Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	CCRT_seconds	Censor	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	2	UM	UM23	M	1	Vieira_2_UM23_M_1	5	1887	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	5	AK	AK7	F	1	Vieira_5_AK7_F_1	4	1890	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	15	KA	KA1	M	1	Vieira_15_KA1_M_1	5	1891	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	26	YE	YE48	M	1	Vieira_26_YE48_M_1	2	1891	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	5	GI	GI5	M	1	Vieira_5_GI5_M_1	3	1892	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	13	UM	UM8	F	1	Vieira_13_UM8_F_1	1	1894	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	4	AK	AK15	M	1	Vieira_4_AK15_M_1	1	1895	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	VA	VA44	M	1	Vieira_23_VA44_M_1	5	1896	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	22	YE	YE22	M	1	Vieira_22_YE22_M_1	4	1898	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	4	AK	AK1	M	1	Vieira_4_AK1_M_1	2	1900	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK13	M	1	Vieira_4_AK13_M_1	2	1901	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	GI	GI15	F	1	Vieira_7_GI15_F_1	4	1901	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	13	UM	UM8	F	1	Vieira_13_UM8_F_1	2	1901	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	4	AK	AK1	F	1	Vieira_4_AK1_F_1	2	1902	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	12	KA	KA10	M	1	Vieira_12_KA10_M_1	4	1903	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	9	MU	MU13	F	1	Vieira_9_MU13_F_1	6	1904	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	3	AK	AK2	F	1	Vieira_3_AK2_F_1	3	1905	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	3	RE	RE4	M	1	Vieira_3_RE4_M_1	3	1905	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	1	UM	UM5	F	1	Vieira_1_UM5_F_1	5	1905	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	4	AK	AK15	M	1	Vieira_4_AK15_M_1	2	1908	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	YE	YE24	F	1	Vieira_23_YE24_F_1	4	1908	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	26	YE	YE41	F	1	Vieira_26_YE41_F_1	5	1908	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	3	AK	AK10	M	1	Vieira_3_AK10_M_1	3	1909	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	23	VA	VA46	M	1	Vieira_23_VA46_M_1	5	1910	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	13	UM	UM8	F	1	Vieira_13_UM8_F_1	4	1911	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	22	VA	VA34	M	1	Vieira_22_VA34_M_1	3	1915	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	19	MA	MA31	M	1	Vieira_19_MA31_M_1	3	1917	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	5	AK	AK7	M	1	Vieira_5_AK7_M_1	1	1918	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	16	KA	KA24	F	1	Vieira_16_KA24_F_1	4	1918	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	8	UM	UM2	F	1	Vieira_8_UM2_F_1	4	1918	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	16	UM	UM28	M	1	Vieira_16_UM28_M_1	2	1919	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM17	F	1	Vieira_1_UM17_F_1	4	1920	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	27	YE	YE14	F	1	Vieira_27_YE14_F_1	4	1920	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	13	UM	UM4	F	1	Vieira_13_UM4_F_1	1	1922	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	26	YE	YE48	F	1	Vieira_26_YE48_F_1	4	1925	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	YE	YE20	M	1	Vieira_22_YE20_M_1	2	1928	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	23	YE	YE24	F	1	Vieira_23_YE24_F_1	2	1928	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	20	MA	MA20	F	1	Vieira_20_MA20_F_1	2	1929	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	6	RE	RE6	M	1	Vieira_6_RE6_M_1	5	1930	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	27	YE	YE13	F	1	Vieira_27_YE13_F_1	2	1931	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	5	AK	AK14	M	1	Vieira_5_AK14_M_1	4	1935	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	AK	AK17	M	1	Vieira_7_AK17_M_1	3	1935	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK9	M	1	Vieira_5_AK9_M_1	1	1935	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	13	UM	UM25	F	1	Vieira_13_UM25_F_1	4	1935	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	13	UM	UM25	M	1	Vieira_13_UM25_M_1	6	1935	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	26	YE	YE51	F	1	Vieira_26_YE51_F_1	2	1935	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	20	MA	MA12	F	1	Vieira_20_MA12_F_1	4	1936	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	9	MU	MU6	M	1	Vieira_9_MU6_M_1	1	1937	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	23	YE	YE40	F	1	Vieira_23_YE40_F_1	4	1939	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	7	RE	RE15	F	1	Vieira_7_RE15_F_1	4	1944	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	26	YE	YE51	F	1	Vieira_26_YE51_F_1	4	1948	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	3	AK	AK2	F	1	Vieira_3_AK2_F_1	1	1951	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	25	YE	YE26	M	1	Vieira_25_YE26_M_1	5	1952	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	23	YE	YE11	M	1	Vieira_23_YE11_M_1	3	1953	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	6	AK	AK20	F	1	Vieira_6_AK20_F_1	2	1954	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	13	UM	UM25	F	1	Vieira_13_UM25_F_1	2	1955	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	11	RE	RE17	F	1	Vieira_11_RE17_F_1	6	1958	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	26	YE	YE49	F	1	Vieira_26_YE49_F_1	4	1961	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	8	MU	MU8	F	1	Vieira_8_MU8_F_1	4	1962	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	14	UM	UM26	F	1	Vieira_14_UM26_F_1	3	1965	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	7	RE	RE3	M	1	Vieira_7_RE3_M_1	1	1967	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	26	YE	YE49	M	1	Vieira_26_YE49_M_1	2	1967	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	8	MU	MU8	F	1	Vieira_8_MU8_F_1	1	1968	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	20	MA	MA13	F	1	Vieira_20_MA13_F_1	6	1970	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	22	VA	VA55	M	1	Vieira_22_VA55_M_1	6	1973	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	5	GI	GI4	M	1	Vieira_5_GI4_M_1	4	1974	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	2	UM	UM23	M	1	Vieira_2_UM23_M_1	2	1974	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	9	MU	MU7	F	1	Vieira_9_MU7_F_1	6	1975	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	19	MA	MA31	M	1	Vieira_19_MA31_M_1	4	1977	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.094
Vieira	S	5	AK	AK14	M	1	Vieira_5_AK14_M_1	3	1978	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	25	YE	YE33	M	1	Vieira_25_YE33_M_1	1	1978	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	14	UM	UM22	F	1	Vieira_14_UM22_F_1	4	1980	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	27	YE	YE13	F	1	Vieira_27_YE13_F_1	1	1980	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	2	UM	UM23	F	1	Vieira_2_UM23_F_1	1	1982	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	26	YE	YE41	M	1	Vieira_26_YE41_M_1	4	1982	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	1	UM	UM9	F	1	Vieira_1_UM9_F_1	2	1984	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	16	KA	KA24	F	1	Vieira_16_KA24_F_1	2	1985	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	4	AK	AK3	F	1	Vieira_4_AK3_F_1	5	1988	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	2	UM	UM23	M	1	Vieira_2_UM23_M_1	3	1988	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	14	UM	UM26	M	1	Vieira_14_UM26_M_1	3	1990	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	16	KA	KA25	F	1	Vieira_16_KA25_F_1	5	1992	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	23	YE	YE11	F	1	Vieira_23_YE11_F_1	4	1992	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	8	GI	GI11	F	1	Vieira_8_GI11_F_1	4	1997	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	4	AK	AK3	M	1	Vieira_4_AK3_M_1	6	1998	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	7	AK	AK16	F	1	Vieira_7_AK16_F_1	2	2000	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	8	GI	GI11	F	1	Vieira_8_GI11_F_1	3	2001	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	23	YE	YE24	F	1	Vieira_23_YE24_F_1	6	2001	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA55	M	1	Vieira_22_VA55_M_1	5	2003	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	9	MU	MU13	F	1	Vieira_9_MU13_F_1	2	2006	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	14	KA	KA5	M	1	Vieira_14_KA5_M_1	4	2007	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	14	UM	UM26	F	1	Vieira_14_UM26_F_1	1	2008	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	1	UM	UM18	F	1	Vieira_1_UM18_F_1	3	2009	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	23	VA	VA44	F	1	Vieira_23_VA44_F_1	2	2013	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	16	UM	UM28	M	1	Vieira_16_UM28_M_1	3	2016	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	14	KA	KA3	F	1	Vieira_14_KA3_F_1	1	2018	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	16	KA	KA23	M	1	Vieira_16_KA23_M_1	5	2021	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	22	YE	YE22	F	1	Vieira_22_YE22_F_1	1	2021	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	8	MU	MU8	M	1	Vieira_8_MU8_M_1	1	2027	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	AK	AK3	M	1	Vieira_4_AK3_M_1	1	2029	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	13	UM	UM8	M	1	Vieira_13_UM8_M_1	4	2029	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	27	YE	YE15	M	1	Vieira_27_YE15_M_1	5	2030	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	2	UM	UM23	F	1	Vieira_2_UM23_F_1	2	2033	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	24	VA	VA57	F	1	Vieira_24_VA57_F_1	1	2033	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	2	RE	RE5	M	1	Vieira_2_RE5_M_1	2	2036	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	1	UM	UM17	F	1	Vieira_1_UM17_F_1	3	2037	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	5	GI	GI4	M	1	Vieira_5_GI4_M_1	1	2040	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	5	AK	AK7	F	1	Vieira_5_AK7_F_1	2	2044	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	6	RE	RE6	F	1	Vieira_6_RE6_F_1	5	2046	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	23	YE	YE24	F	1	Vieira_23_YE24_F_1	3	2047	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	8	GI	GI11	M	1	Vieira_8_GI11_M_1	5	2050	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	23	YE	YE24	M	1	Vieira_23_YE24_M_1	4	2051	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	16	UM	UM28	M	1	Vieira_16_UM28_M_1	6	2054	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	22	YE	YE19	M	1	Vieira_22_YE19_M_1	4	2054	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	26	YE	YE51	M	1	Vieira_26_YE51_M_1	6	2057	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	13	UM	UM8	F	1	Vieira_13_UM8_F_1	5	2058	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	6	GI	GI2	M	1	Vieira_6_GI2_M_1	4	2059	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	19	MA	MA30	M	1	Vieira_19_MA30_M_1	5	2060	0	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.094
Vieira	S	22	VA	VA35	F	1	Vieira_22_VA35_F_1	4	2060	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	9	MU	MU6	F	1	Vieira_9_MU6_F_1	6	2064	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	1	UM	UM17	F	1	Vieira_1_UM17_F_1	6	2065	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	2	UM	UM23	M	1	Vieira_2_UM23_M_1	1	2071	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	23	YE	YE11	M	1	Vieira_23_YE11_M_1	1	2075	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	3	AK	AK8	F	1	Vieira_3_AK8_F_1	5	2076	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	9	MU	MU7	M	1	Vieira_9_MU7_M_1	3	2080	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	27	YE	YE15	M	1	Vieira_27_YE15_M_1	2	2084	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	9	MU	MU20	M	1	Vieira_9_MU20_M_1	5	2085	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	8	UM	UM2	F	1	Vieira_8_UM2_F_1	1	2086	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	26	YE	YE49	M	1	Vieira_26_YE49_M_1	6	2086	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	1	UM	UM17	F	1	Vieira_1_UM17_F_1	5	2087	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM7	F	1	Vieira_1_UM7_F_1	6	2099	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	7	RE	RE15	M	1	Vieira_7_RE15_M_1	4	2106	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	8	MU	MU4	F	1	Vieira_8_MU4_F_1	1	2108	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	27	YE	YE14	F	1	Vieira_27_YE14_F_1	5	2108	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	22	VA	VA34	F	1	Vieira_22_VA34_F_1	3	2116	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	8	MU	MU3	F	1	Vieira_8_MU3_F_1	6	2119	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	6	AK	AK20	M	1	Vieira_6_AK20_M_1	4	2120	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	5	GI	GI10	M	1	Vieira_5_GI10_M_1	4	2125	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	13	UM	UM8	M	1	Vieira_13_UM8_M_1	2	2131	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	25	YE	YE26	F	1	Vieira_25_YE26_F_1	1	2135	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	6	AK	AK20	F	1	Vieira_6_AK20_F_1	4	2137	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	8	UM	UM2	F	1	Vieira_8_UM2_F_1	3	2137	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	1	UM	UM9	F	1	Vieira_1_UM9_F_1	6	2143	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	25	YE	YE33	F	1	Vieira_25_YE33_F_1	1	2144	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	26	YE	YE48	F	1	Vieira_26_YE48_F_1	5	2148	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	5	GI	GI1	F	1	Vieira_5_GI1_F_1	2	2158	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	7	RE	RE15	M	1	Vieira_7_RE15_M_1	2	2163	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	22	VA	VA15	M	1	Vieira_22_VA15_M_1	6	2164	0	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.094
Vieira	S	13	UM	UM8	M	1	Vieira_13_UM8_M_1	3	2170	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	1	UM	UM18	F	1	Vieira_1_UM18_F_1	5	2176	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.094
Vieira	S	23	YE	YE24	M	1	Vieira_23_YE24_M_1	2	2182	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	7	RE	RE15	F	1	Vieira_7_RE15_F_1	5	2185	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	26	YE	YE49	M	1	Vieira_26_YE49_M_1	3	2188	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	15	KA	KA1	F	1	Vieira_15_KA1_F_1	3	2189	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	9	MU	MU6	F	1	Vieira_9_MU6_F_1	5	2192	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	16	KA	KA24	M	1	Vieira_16_KA24_M_1	5	2195	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	-	-	-	0.094
Vieira	S	4	AK	AK1	F	1	Vieira_4_AK1_F_1	5	2202	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	14	KA	KA3	M	1	Vieira_14_KA3_M_1	3	2205	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	18	KA	KA18	F	1	Vieira_18_KA18_F_1	3	2215	0	Denmark	55.945	10.213	15	KA	KA	KA	#D04E00	+	+	+	0.094
Vieira	S	4	AK	AK15	F	1	Vieira_4_AK15_F_1	5	2218	0	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.094
Vieira	S	11	RE	RE17	M	1	Vieira_11_RE17_M_1	1	2224	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.094
Vieira	S	5	GI	GI10	M	1	Vieira_5_GI10_M_1	6	2226	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	+	+	+	0.094
Vieira	S	1	UM	UM13	F	1	Vieira_1_UM13_F_1	4	2229	0	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.094
Vieira	S	22	YE	YE22	M	1	Vieira_22_YE22_M_1	5	2231	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	-	-	-	0.094
Vieira	S	8	MU	MU2	M	1	Vieira_8_MU2_M_1	3	2234	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
Vieira	S	4	GI	GI9	F	1	Vieira_4_GI9_F_1	1	2237	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	2	RE	RE13	M	1	Vieira_2_RE13_M_1	3	2244	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.094
Vieira	S	6	GI	GI2	M	1	Vieira_6_GI2_M_1	3	2246	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	26	YE	YE48	M	1	Vieira_26_YE48_M_1	3	2249	0	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.094
Vieira	S	4	GI	GI9	M	1	Vieira_4_GI9_M_1	5	2252	0	Spain	41.618	0.62	173	GI	GI	GI	#B82E00	-	-	-	0.094
Vieira	S	9	MU	MU13	F	1	Vieira_9_MU13_F_1	5	2255	0	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.094
