Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,DW_micrograms,Country,Latitude,Longitude,Altitude
Colinet,NS,3,MU,MU17,F,7,0.518,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,8,0.491,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,9,0.543,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,10,0.457,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,11,0.522,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,12,0.457,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,13,0.441,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,14,0.556,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,15,0.387,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,16,0.545,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,17,0.493,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,18,0.526,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,19,0.422,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,20,0.5,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,21,0.457,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,22,0.514,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,23,0.529,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,F,24,0.403,Germany,48.18,11.61,520
Colinet,NS,1,UM,UM2,M,15,0.267,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM25,M,11,0.267,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM5,M,6,0.267,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM7,M,8,0.267,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA22,M,9,0.267,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA34,M,4,0.267,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA55,M,13,0.267,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA71,M,15,0.267,Russia,57.979,33.244,217
Colinet,NS,1,YE,YE13,M,9,0.267,Turkey,40.231,32.26,680
Colinet,NS,1,YE,YE13,M,19,0.267,Turkey,40.231,32.26,680
Colinet,NS,3,YE,YE51,M,20,0.267,Turkey,40.231,32.26,680
Colinet,NS,3,YE,YE69,M,21,0.267,Turkey,40.231,32.26,680
Colinet,NS,3,AK,AK13,M,22,0.266,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK14,M,6,0.266,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI1,M,20,0.266,Spain,41.618,0.62,173
Colinet,NS,2,GI,GI12,M,21,0.266,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI2,M,2,0.266,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI6,M,12,0.266,Spain,41.618,0.62,173
Colinet,NS,1,KA,KA1,M,13,0.266,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA23,M,24,0.266,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA29,M,17,0.266,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA6,M,21,0.266,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA18,M,8,0.266,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA20,M,13,0.266,Austria,48.375,15.56,572
Colinet,NS,3,MU,MU18,F,1,0.472,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,2,0.514,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,3,0.541,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,4,0.531,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,5,0.573,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,6,0.434,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,7,0.552,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,8,0.538,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,9,0.487,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,10,0.474,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,11,0.468,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,12,0.376,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,13,0.495,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,14,0.547,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,15,0.515,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,16,0.511,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,17,0.521,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,18,0.509,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,19,0.404,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,20,0.498,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,21,0.494,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,22,0.537,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,23,0.515,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,F,24,0.461,Germany,48.18,11.61,520
Colinet,NS,2,MA,MA21,M,7,0.266,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA23,M,8,0.266,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA23,M,9,0.266,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA23,M,10,0.266,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA27,M,14,0.266,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA30,M,7,0.266,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA31,M,8,0.266,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA33,M,8,0.266,Austria,48.375,15.56,572
Colinet,NS,1,MA,MA5,M,9,0.266,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU1,M,23,0.266,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU10,M,6,0.266,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU11,M,4,0.266,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU14,M,3,0.266,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU16,M,16,0.266,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU6,M,7,0.266,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU6,M,11,0.266,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU7,M,12,0.266,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU9,M,4,0.266,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE16,M,5,0.266,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE3,M,2,0.266,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE4,M,16,0.266,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE8,M,6,0.266,Portugal,41.15,-8.41,175
Colinet,NS,1,UM,UM2,M,2,0.266,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM23,M,1,0.266,Ukraine,48.753,30.206,214
Colinet,NS,3,MU,MU19,F,1,0.552,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,2,0.478,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,3,0.503,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,4,0.504,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,5,0.515,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,6,0.55,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,7,0.556,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,8,0.558,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,9,0.555,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,10,0.516,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,11,0.492,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,12,0.448,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,13,0.486,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,14,0.509,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,15,0.63,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,16,0.653,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,17,0.514,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,18,0.504,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,19,0.52,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,20,0.597,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,21,0.527,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,22,0.526,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,23,0.438,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,F,24,0.413,Germany,48.18,11.61,520
Colinet,NS,1,UM,UM8,M,19,0.266,Ukraine,48.753,30.206,214
Colinet,NS,1,VA,VA11,M,20,0.266,Russia,57.979,33.244,217
Colinet,NS,1,VA,VA18,M,21,0.266,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA22,M,22,0.266,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA26,M,24,0.266,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA35,M,24,0.266,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA44,M,14,0.266,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA48,M,24,0.266,Russia,57.979,33.244,217
Colinet,NS,3,AK,AK13,M,1,0.265,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK13,M,2,0.265,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,M,23,0.265,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,M,24,0.265,Finland,61.1,23.52,88
Colinet,NS,2,AK,AK8,M,8,0.265,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI5,M,3,0.265,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI6,M,4,0.265,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA10,M,5,0.265,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA2,M,6,0.265,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA28,M,19,0.265,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA5,M,1,0.265,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA6,M,6,0.265,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA19,M,7,0.265,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA28,M,8,0.265,Austria,48.375,15.56,572
Colinet,NS,1,MA,MA7,M,9,0.265,Austria,48.375,15.56,572
Colinet,NS,1,MA,MA7,M,10,0.265,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU2,F,1,0.46,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,2,0.475,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,3,0.569,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,4,0.606,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,5,0.513,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,6,0.468,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,7,0.513,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,8,0.464,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,9,0.5,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,10,0.47,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,11,0.535,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,12,0.437,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,13,0.493,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,14,0.435,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,15,0.421,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,16,0.441,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,17,0.461,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,18,0.446,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,19,0.473,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,20,0.394,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,21,0.48,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,22,0.68,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,23,0.463,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,F,24,0.486,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU1,M,2,0.265,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU12,M,5,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU15,M,20,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU16,M,4,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU17,M,12,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,M,16,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU19,M,10,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,M,1,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,M,13,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,M,20,0.265,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,M,21,0.265,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU6,M,22,0.265,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU9,M,7,0.265,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU9,M,22,0.265,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE10,M,1,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE10,M,2,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE10,M,3,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE11,M,3,0.265,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE3,M,15,0.265,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE3,M,24,0.265,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE5,M,25,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE8,M,5,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE8,M,15,0.265,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM13,M,23,0.265,Ukraine,48.753,30.206,214
Colinet,NS,3,MU,MU20,F,1,0.494,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,2,0.497,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,3,0.575,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,4,0.437,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,5,0.52,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,6,0.508,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,7,0.483,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,8,0.539,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,9,0.492,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,10,0.573,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,11,0.42,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,12,0.478,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,13,0.444,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,14,0.513,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,15,0.491,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,16,0.477,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,17,0.511,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,18,0.501,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,19,0.497,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,20,0.493,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,21,0.405,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,22,0.515,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,23,0.575,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU20,F,24,0.522,Germany,48.18,11.61,520
Colinet,NS,2,UM,UM21,M,2,0.265,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM21,M,15,0.265,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM23,M,11,0.265,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM29,M,19,0.265,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM5,M,9,0.265,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM5,M,10,0.265,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM8,M,9,0.265,Ukraine,48.753,30.206,214
Colinet,NS,1,VA,VA1,M,14,0.265,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA26,M,20,0.265,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA48,M,1,0.265,Russia,57.979,33.244,217
Colinet,NS,1,VA,VA6,M,7,0.265,Russia,57.979,33.244,217
Colinet,NS,1,VA,VA9,M,22,0.265,Russia,57.979,33.244,217
Colinet,NS,1,YE,YE15,M,8,0.265,Turkey,40.231,32.26,680
Colinet,NS,2,YE,YE24,M,9,0.265,Turkey,40.231,32.26,680
Colinet,NS,1,AK,AK1,M,10,0.264,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK1,M,11,0.264,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,M,16,0.264,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,M,20,0.264,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,M,14,0.264,Finland,61.1,23.52,88
Colinet,NS,2,GI,GI10,M,24,0.264,Spain,41.618,0.62,173
Colinet,NS,2,GI,GI13,M,8,0.264,Spain,41.618,0.62,173
Colinet,NS,2,GI,GI13,M,21,0.264,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI2,M,9,0.264,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI6,M,8,0.264,Spain,41.618,0.62,173
Colinet,NS,1,MU,MU3,F,1,0.551,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,2,0.546,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,3,0.351,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,4,0.609,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,5,0.543,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,6,0.506,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,7,0.574,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,8,0.585,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,9,0.465,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,10,0.447,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,11,0.497,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,12,0.615,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,13,0.514,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,14,0.479,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,15,0.522,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,16,0.534,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,17,0.558,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,18,0.515,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,19,0.534,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,20,0.49,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,21,0.533,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,22,0.544,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,23,0.577,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,F,24,0.48,Germany,48.18,11.61,520
Colinet,NS,1,GI,GI6,M,9,0.264,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI6,M,10,0.264,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA11,M,24,0.264,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA16,M,25,0.264,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA25,M,26,0.264,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA29,M,5,0.264,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA19,M,6,0.264,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA19,M,7,0.264,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA23,M,8,0.264,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA32,M,3,0.264,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA33,M,10,0.264,Austria,48.375,15.56,572
Colinet,NS,3,MU,MU14,M,13,0.264,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU14,M,24,0.264,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU15,M,23,0.264,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,M,8,0.264,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU18,M,21,0.264,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU7,M,22,0.264,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU9,M,17,0.264,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE12,M,6,0.264,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE17,M,7,0.264,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE18,M,5,0.264,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE7,M,15,0.264,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM20,M,13,0.264,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM23,M,7,0.264,Ukraine,48.753,30.206,214
Colinet,NS,1,MU,MU4,F,1,0.51,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,2,0.525,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,3,0.517,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,4,0.532,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,5,0.512,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,6,0.477,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,7,0.519,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,8,0.399,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,9,0.367,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,10,0.443,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,11,0.488,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,12,0.51,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,13,0.488,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,14,0.486,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,15,0.412,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,16,0.485,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,17,0.442,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,18,0.535,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,19,0.44,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,20,0.562,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,21,0.555,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,22,0.519,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,23,0.43,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,F,24,0.519,Germany,48.18,11.61,520
Colinet,NS,2,UM,UM29,M,17,0.264,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM8,M,5,0.264,Ukraine,48.753,30.206,214
Colinet,NS,1,VA,VA15,M,6,0.264,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA44,M,7,0.264,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA57,M,11,0.264,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA71,M,2,0.264,Russia,57.979,33.244,217
Colinet,NS,1,YE,YE13,M,17,0.264,Turkey,40.231,32.26,680
Colinet,NS,2,YE,YE24,M,18,0.264,Turkey,40.231,32.26,680
Colinet,NS,3,YE,YE40,M,15,0.264,Turkey,40.231,32.26,680
Colinet,NS,3,YE,YE69,M,16,0.264,Turkey,40.231,32.26,680
Colinet,NS,3,AK,AK14,M,20,0.263,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,M,7,0.263,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK6,M,8,0.263,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI5,M,8,0.263,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI6,M,1,0.263,Spain,41.618,0.62,173
Colinet,NS,2,GI,GI8,M,8,0.263,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA11,M,11,0.263,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA13,M,12,0.263,Denmark,55.945,10.213,15
Colinet,NS,1,MA,MA13,M,13,0.263,Austria,48.375,15.56,572
Colinet,NS,1,MA,MA13,M,14,0.263,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA19,M,15,0.263,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA23_2,M,12,0.277,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA27,M,2,0.263,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA27,M,9,0.263,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU5,F,1,0.539,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,2,0.482,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,3,0.524,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,4,0.55,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,5,0.54,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,6,0.501,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,7,0.588,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,8,0.563,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,9,0.431,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,10,0.636,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,11,0.535,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,12,0.571,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,13,0.46,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,14,0.63,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,15,0.553,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,16,0.63,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,17,0.511,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,18,0.524,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,19,0.577,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,20,0.442,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,21,0.583,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,22,0.543,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,23,0.493,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,F,24,0.505,Germany,48.18,11.61,520
