Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,TL_micrometers,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,MA,MA32,F,1,Schmidt_1_MA32_1,10,1000.5,Austria,48.375,15.56,572
Schmidt,NS,1,AK,AK21,F,1,Schmidt_1_AK21_1,2,1000.5,Finland,61.1,23.52,88
Schmidt,NS,1,YE,YE27,F,1,Schmidt_1_YE27_1,10,1000.49,Turkey,40.231,32.26,680
Schmidt,NS,1,MU,MU12,F,1,Schmidt_1_MU12_1,8,1000.4,Germany,48.18,11.61,520
Schmidt,NS,1,RE,RE11,F,1,Schmidt_1_RE11_1,8,1000.386229,Portugal,41.15,-8.41,175
Schmidt,NS,1,YE,YE41,F,1,Schmidt_1_YE41_1,8,1000.38,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA22,F,1,Schmidt_1_VA22_1,2,1000.375392,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA48,F,1,Schmidt_1_VA48_1,3,1000.30572,Russia,57.979,33.244,217
Schmidt,NS,1,MU,MU6,F,1,Schmidt_1_MU6_1,8,1000.3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,F,1,Schmidt_1_MU1_1,2,1000.13,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,F,1,Schmidt_1_MU7_1,4,1000.08,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,F,1,Schmidt_1_MU14_1,1,1000.07,Germany,48.18,11.61,520
Schmidt,NS,1,GI,GI10,F,1,Schmidt_1_GI10_1,10,1000.04,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA21,F,1,Schmidt_1_MA21_1,5,1000.03,Austria,48.375,15.56,572
Posnien,S,1,GI,GI14,F,1,Posnien_1_GI14_1,8,1000.017,Spain,41.618,0.62,173
Kozeretska,NS,1,MU,MU9,F,1,Kozeretska_1_MU9_1,3,1000,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU18,F,1,Kozeretska_1_MU18_1,11,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU12,F,1,Kozeretska_2_MU12_1,6,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU12,F,1,Kozeretska_2_MU12_1,10,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU12,F,1,Kozeretska_2_MU12_1,13,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,F,1,Kozeretska_2_MU3_1,17,1000,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU17,F,1,Kozeretska_1_MU17_1,16,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,F,1,Kozeretska_2_MU17_1,7,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,F,1,Kozeretska_2_MU17_1,18,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU14,F,1,Kozeretska_2_MU14_1,9,1000,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,F,1,Kozeretska_1_MU5_1,18,1000,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,13,1000,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK10,F,1,Kozeretska_1_AK10_1,6,1000,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK13,F,1,Kozeretska_1_AK13_1,20,1000,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK9,F,1,Kozeretska_1_AK9_1,19,1000,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,4,1000,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,7,1000,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK14,F,1,Kozeretska_1_AK14_1,16,1000,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK14,F,1,Kozeretska_2_AK14_1,18,1000,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,F,1,Kozeretska_1_AK15_1,14,1000,Finland,61.1,23.52,88
Kozeretska,NS,1,GI,GI8,F,1,Kozeretska_1_GI8_1,12,1000,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI8,F,1,Kozeretska_2_GI8_1,10,1000,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI11,F,1,Kozeretska_2_GI11_1,20,1000,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA31,F,1,Kozeretska_1_MA31_1,8,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA31,F,1,Kozeretska_1_MA31_1,11,1000,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,M,1,Kozeretska_2_MA16_1,2,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,F,1,Kozeretska_1_MA16_1,20,1000,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,F,1,Kozeretska_2_MA16_1,5,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,F,1,Kozeretska_1_MA18_1,11,1000,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA18,F,1,Kozeretska_2_MA18_1,8,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA30,F,1,Kozeretska_1_MA30_1,3,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA32,F,1,Kozeretska_1_MA32_1,3,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,9,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,19,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM13,F,1,Kozeretska_2_UM13_1,8,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM2,F,1,Kozeretska_1_UM2_1,8,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM2,F,1,Kozeretska_2_UM2_1,8,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM5,F,1,Kozeretska_2_UM5_1,12,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,F,1,Kozeretska_1_UM23_1,9,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,F,1,Kozeretska_1_UM23_1,11,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM23,F,1,Kozeretska_2_UM23_1,13,1000,Ukraine,48.753,30.206,214
Kozeretska,NS,2,KA,KA10,F,1,Kozeretska_2_KA10_1,20,1000,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,F,1,Kozeretska_2_KA14_1,13,1000,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,F,1,Kozeretska_2_KA14_1,15,1000,Denmark,55.945,10.213,15
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,9,1000,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA6,F,1,Kozeretska_1_VA6_1,18,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,F,1,Kozeretska_2_VA22_1,20,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,F,1,Kozeretska_2_VA26_1,16,1000,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,F,1,Kozeretska_1_VA11_1,18,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA18,F,1,Kozeretska_2_VA18_1,16,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA44,F,1,Kozeretska_2_VA44_1,6,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,F,1,Kozeretska_2_VA71_1,5,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,F,1,Kozeretska_2_VA71_1,17,1000,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,F,1,Kozeretska_1_VA48_1,6,1000,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA55,M,1,Kozeretska_2_VA55_1,6,1000,Russia,57.979,33.244,217
Kozeretska,NS,1,YE,YE49,F,1,Kozeretska_1_YE49_1,8,1000,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE40,F,1,Kozeretska_1_YE40_1,5,1000,Turkey,40.231,32.26,680
Kozeretska,NS,2,RE,RE17,F,1,Kozeretska_2_RE17_1,10,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE15,F,1,Kozeretska_1_RE15_1,16,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE15,F,1,Kozeretska_2_RE15_1,18,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE11,F,1,Kozeretska_1_RE11_1,6,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,20,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE6,F,1,Kozeretska_2_RE6_1,5,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE7,F,1,Kozeretska_2_RE7_1,1,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE7,F,1,Kozeretska_2_RE7_1,16,1000,Portugal,41.15,-8.41,175
Kozeretska,NS,2,MU,MU2,F,1,Kozeretska_2_MU2_1,15,1000,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK4,F,1,Kozeretska_1_AK4_1,12,1000,Finland,61.1,23.52,88
Kozeretska,NS,2,GI,GI3,F,1,Kozeretska_2_GI3_1,15,1000,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI1,F,1,Kozeretska_1_GI1_1,18,1000,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA7,F,1,Kozeretska_1_MA7_1,11,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA5,F,1,Kozeretska_1_MA5_1,5,1000,Austria,48.375,15.56,572
Kozeretska,NS,1,YE,YE13,F,1,Kozeretska_1_YE13_1,12,1000,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE19,F,1,Kozeretska_1_YE19_1,6,1000,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE19,F,1,Kozeretska_1_YE19_1,16,1000,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE19,F,1,Kozeretska_1_YE19_1,18,1000,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE14,F,1,Kozeretska_2_YE14_1,8,1000,Turkey,40.231,32.26,680
Ritchie,S,6,GI,GI2,F,1,Ritchie_6_GI2_1,92,1000,Spain,41.618,0.62,173
Ritchie,S,6,GI,GI2,F,2,Ritchie_6_GI2_2,121,1000,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,F,1,Ritchie_9_GI3_1,169,1000,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,F,2,Ritchie_9_GI3_2,203,1000,Spain,41.618,0.62,173
Ritchie,S,13,KA,KA6,F,2,Ritchie_13_KA6_2,1488,1000,Denmark,55.945,10.213,15
Ritchie,S,4,MA,MA5,F,2,Ritchie_4_MA5_2,1649,1000,Austria,48.375,15.56,572
Ritchie,S,13,MA,MA9,F,1,Ritchie_13_MA9_1,1874,1000,Austria,48.375,15.56,572
Ritchie,S,6,YE,YE13,F,1,Ritchie_6_YE13_1,573,1000,Turkey,40.231,32.26,680
Ritchie,S,9,YE,YE14,F,1,Ritchie_9_YE14_1,657,1000,Turkey,40.231,32.26,680
Schmidt,NS,1,AK,AK18,F,1,Schmidt_1_AK18_1,8,999.94,Finland,61.1,23.52,88
Schmidt,NS,1,MU,MU18,F,1,Schmidt_1_MU18_1,7,999.9,Germany,48.18,11.61,520
Schmidt,NS,1,MA,MA19,F,1,Schmidt_1_MA19_1,3,999.81,Austria,48.375,15.56,572
Schmidt,NS,1,VA,VA66,F,1,Schmidt_1_VA66_1,9,999.7559126,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA48,F,1,Schmidt_1_VA48_1,4,999.7357731,Russia,57.979,33.244,217
Schmidt,NS,1,AK,AK11,F,1,Schmidt_1_AK11_1,10,999.71,Finland,61.1,23.52,88
Schmidt,NS,1,VA,VA18,F,1,Schmidt_1_VA18_1,4,999.6939436,Russia,57.979,33.244,217
Schmidt,NS,1,YE,YE19,F,1,Schmidt_1_YE19_1,1,999.68,Turkey,40.231,32.26,680
Schmidt,NS,1,AK,AK5,F,1,Schmidt_1_AK5_1,6,999.68,Finland,61.1,23.52,88
Schmidt,NS,1,MA,MA18,F,1,Schmidt_1_MA18_1,1,999.51,Austria,48.375,15.56,572
Schmidt,NS,1,UM,UM28,F,1,Schmidt_1_UM28_1,1,999.1872025,Ukraine,48.753,30.206,214
Posnien,S,1,GI,GI14,F,1,Posnien_1_GI14_1,2,999.179,Spain,41.618,0.62,173
Schmidt,NS,1,AK,AK11,F,1,Schmidt_1_AK11_1,1,999.17,Finland,61.1,23.52,88
Schmidt,NS,1,GI,GI11,F,1,Schmidt_1_GI11_1,10,999.12,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA32,F,1,Schmidt_1_MA32_1,2,999.01,Austria,48.375,15.56,572
Ritchie,S,9,AK,AK3,F,3,Ritchie_9_AK3_3,459,999,Finland,61.1,23.52,88
Ritchie,S,6,GI,GI2,F,1,Ritchie_6_GI2_1,94,999,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,F,2,Ritchie_9_GI3_2,192,999,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,F,2,Ritchie_12_GI4_2,1005,999,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,F,3,Ritchie_12_GI4_3,1024,999,Spain,41.618,0.62,173
Ritchie,S,7,MA,MA6,F,1,Ritchie_7_MA6_1,1713,999,Austria,48.375,15.56,572
Ritchie,S,7,MA,MA6,F,3,Ritchie_7_MA6_3,1759,999,Austria,48.375,15.56,572
Ritchie,S,13,MA,MA9,F,1,Ritchie_13_MA9_1,1864,999,Austria,48.375,15.56,572
Ritchie,S,4,MU,MU2,F,1,Ritchie_4_MU2_1,2037,999,Germany,48.18,11.61,520
Ritchie,S,6,YE,YE13,F,2,Ritchie_6_YE13_2,601,999,Turkey,40.231,32.26,680
Ritchie,S,15,YE,YE19,F,3,Ritchie_15_YE19_3,873,999,Turkey,40.231,32.26,680
Schmidt,NS,1,AK,AK2,F,1,Schmidt_1_AK2_1,2,998.99,Finland,61.1,23.52,88
Schmidt,NS,1,AK,AK5,F,1,Schmidt_1_AK5_1,9,998.93,Finland,61.1,23.52,88
Schmidt,NS,1,RE,RE11,F,1,Schmidt_1_RE11_1,7,998.925208,Portugal,41.15,-8.41,175
Schmidt,NS,1,VA,VA22,F,1,Schmidt_1_VA22_1,10,998.8399287,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA67,F,1,Schmidt_1_VA67_1,3,998.8135682,Russia,57.979,33.244,217
Schmidt,NS,1,UM,UM25,F,1,Schmidt_1_UM25_1,4,998.8120175,Ukraine,48.753,30.206,214
Schmidt,NS,1,MU,MU12,F,1,Schmidt_1_MU12_1,7,998.64,Germany,48.18,11.61,520
Schmidt,NS,1,YE,YE41,F,1,Schmidt_1_YE41_1,4,998.6,Turkey,40.231,32.26,680
Schmidt,NS,1,AK,AK20,F,1,Schmidt_1_AK20_1,8,998.51,Finland,61.1,23.52,88
Schmidt,NS,1,KA,KA16,F,1,Schmidt_1_KA16_1,4,998.4428965,Denmark,55.945,10.213,15
Schmidt,NS,1,MU,MU17,F,1,Schmidt_1_MU17_1,6,998.44,Germany,48.18,11.61,520
Schmidt,NS,1,KA,KA1,F,1,Schmidt_1_KA1_1,3,998.4025641,Denmark,55.945,10.213,15
Schmidt,NS,1,UM,UM4,F,1,Schmidt_1_UM4_1,4,998.143467,Ukraine,48.753,30.206,214
Ritchie,S,9,AK,AK3,F,3,Ritchie_9_AK3_3,467,998,Finland,61.1,23.52,88
Ritchie,S,12,AK,AK4,F,3,Ritchie_12_AK4_3,944,998,Finland,61.1,23.52,88
Ritchie,S,6,GI,GI2,F,1,Ritchie_6_GI2_1,85,998,Spain,41.618,0.62,173
Ritchie,S,1,KA,KA1,F,3,Ritchie_1_KA1_3,1186,998,Denmark,55.945,10.213,15
Ritchie,S,4,MA,MA5,F,2,Ritchie_4_MA5_2,1652,998,Austria,48.375,15.56,572
Ritchie,S,4,MA,MA5,F,2,Ritchie_4_MA5_2,1656,998,Austria,48.375,15.56,572
Ritchie,S,7,MA,MA6,F,2,Ritchie_7_MA6_2,1735,998,Austria,48.375,15.56,572
Ritchie,S,7,MA,MA6,F,3,Ritchie_7_MA6_3,1765,998,Austria,48.375,15.56,572
Ritchie,S,3,MU,MU1,F,1,Ritchie_3_MU1_1,1947,998,Germany,48.18,11.61,520
Schmidt,NS,1,MA,MA3,F,1,Schmidt_1_MA3_1,10,997.97,Austria,48.375,15.56,572
Schmidt,NS,1,MU,MU7,F,1,Schmidt_1_MU7_1,7,997.85,Germany,48.18,11.61,520
Schmidt,NS,1,AK,AK16,F,1,Schmidt_1_AK16_1,2,997.66,Finland,61.1,23.52,88
Schmidt,NS,1,MU,MU16,F,1,Schmidt_1_MU16_1,3,997.65,Germany,48.18,11.61,520
Schmidt,NS,1,KA,KA18,F,1,Schmidt_1_KA18_1,4,997.5583119,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE12,F,1,Schmidt_1_RE12_1,7,997.521049,Portugal,41.15,-8.41,175
Schmidt,NS,1,VA,VA30,F,1,Schmidt_1_VA30_1,9,997.2881245,Russia,57.979,33.244,217
Schmidt,NS,1,MU,MU1,F,1,Schmidt_1_MU1_1,3,997.28,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,F,1,Schmidt_1_MU17_1,8,997.18,Germany,48.18,11.61,520
Schmidt,NS,1,MA,MA26,F,1,Schmidt_1_MA26_1,6,997.01,Austria,48.375,15.56,572
Ritchie,S,9,AK,AK3,F,2,Ritchie_9_AK3_2,443,997,Finland,61.1,23.52,88
Ritchie,S,2,GI,GI1,F,3,Ritchie_2_GI1_3,59,997,Spain,41.618,0.62,173
Ritchie,S,6,GI,GI2,F,2,Ritchie_6_GI2_2,112,997,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,F,3,Ritchie_9_GI3_3,224,997,Spain,41.618,0.62,173
Ritchie,S,10,KA,KA5,F,2,Ritchie_10_KA5_2,1413,997,Denmark,55.945,10.213,15
Ritchie,S,13,KA,KA6,F,1,Ritchie_13_KA6_1,1467,997,Denmark,55.945,10.213,15
Ritchie,S,13,MA,MA9,F,3,Ritchie_13_MA9_3,1922,997,Austria,48.375,15.56,572
Ritchie,S,4,MU,MU2,F,2,Ritchie_4_MU2_2,2063,997,Germany,48.18,11.61,520
Schmidt,NS,1,GI,GI7,F,1,Schmidt_1_GI7_1,3,996.91,Spain,41.618,0.62,173
Schmidt,NS,1,AK,AK4,F,1,Schmidt_1_AK4_1,2,996.81,Finland,61.1,23.52,88
Schmidt,NS,1,GI,GI7,F,1,Schmidt_1_GI7_1,7,996.51,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA33,F,1,Schmidt_1_MA33_1,5,996.39,Austria,48.375,15.56,572
Schmidt,NS,1,MU,MU2,F,1,Schmidt_1_MU2_1,6,996.38,Germany,48.18,11.61,520
Schmidt,NS,1,VA,VA11,F,1,Schmidt_1_VA11_1,4,996.3481094,Russia,57.979,33.244,217
Schmidt,NS,1,MA,MA30,F,1,Schmidt_1_MA30_1,2,996.33,Austria,48.375,15.56,572
Schmidt,NS,1,KA,KA29,F,1,Schmidt_1_KA29_1,6,996.2595003,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,F,1,Schmidt_1_KA7_1,3,996.2113061,Denmark,55.945,10.213,15
Kozeretska,NS,1,MU,MU2,F,1,Kozeretska_1_MU2_1,15,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU2,F,1,Kozeretska_2_MU2_1,7,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU2,F,1,Kozeretska_2_MU2_1,14,996,Germany,48.18,11.61,520
Kozeretska,NS,2,AK,AK4,F,1,Kozeretska_2_AK4_1,11,996,Finland,61.1,23.52,88
Kozeretska,NS,2,GI,GI1,F,1,Kozeretska_2_GI1_1,12,996,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA7,F,1,Kozeretska_1_MA7_1,6,996,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA7,F,1,Kozeretska_2_MA7_1,2,996,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA7,F,1,Kozeretska_2_MA7_1,5,996,Austria,48.375,15.56,572
Kozeretska,NS,1,YE,YE13,F,1,Kozeretska_1_YE13_1,15,996,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE14,F,1,Kozeretska_2_YE14_1,20,996,Turkey,40.231,32.26,680
Kozeretska,NS,1,MU,MU18,F,1,Kozeretska_1_MU18_1,1,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU18,F,1,Kozeretska_2_MU18_1,8,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU15,F,1,Kozeretska_1_MU15_1,10,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU7,F,1,Kozeretska_1_MU7_1,17,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU12,F,1,Kozeretska_1_MU12_1,6,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU12,F,1,Kozeretska_2_MU12_1,12,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU16,F,1,Kozeretska_1_MU16_1,10,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU17,F,1,Kozeretska_1_MU17_1,14,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,F,1,Kozeretska_2_MU17_1,15,996,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU14,F,1,Kozeretska_1_MU14_1,17,996,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,2,996,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK8,F,1,Kozeretska_1_AK8_1,7,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK8,F,1,Kozeretska_1_AK8_1,10,996,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK8,F,1,Kozeretska_2_AK8_1,17,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK7,F,1,Kozeretska_1_AK7_1,15,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK13,F,1,Kozeretska_1_AK13_1,14,996,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,1,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,F,1,Kozeretska_1_AK15_1,10,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,8,996,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,11,996,Finland,61.1,23.52,88
Kozeretska,NS,1,GI,GI15,F,1,Kozeretska_1_GI15_1,9,996,Spain,41.618,0.62,173
Kozeretska,NS,2,MA,MA31,F,1,Kozeretska_2_MA31_1,10,996,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,F,1,Kozeretska_1_MA18_1,15,996,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA18,F,1,Kozeretska_2_MA18_1,9,996,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA30,F,1,Kozeretska_2_MA30_1,6,996,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA27,F,1,Kozeretska_1_MA27_1,4,996,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA27,F,1,Kozeretska_1_MA27_1,6,996,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA27,F,1,Kozeretska_2_MA27_1,16,996,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,M,1,Kozeretska_1_MA33_1,5,996,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,F,1,Kozeretska_1_MA33_1,10,996,Austria,48.375,15.56,572
Kozeretska,NS,2,UM,UM21,F,1,Kozeretska_2_UM21_1,1,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM7,F,1,Kozeretska_2_UM7_1,19,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM13,F,1,Kozeretska_2_UM13_1,9,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM4,F,1,Kozeretska_1_UM4_1,3,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM4,F,1,Kozeretska_1_UM4_1,6,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM4,F,1,Kozeretska_2_UM4_1,1,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM5,F,1,Kozeretska_1_UM5_1,15,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM5,F,1,Kozeretska_2_UM5_1,18,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM5,F,1,Kozeretska_2_UM5_1,20,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM18,F,1,Kozeretska_1_UM18_1,20,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,F,1,Kozeretska_1_UM23_1,2,996,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM23,F,1,Kozeretska_2_UM23_1,19,996,Ukraine,48.753,30.206,214
Kozeretska,NS,1,KA,KA13,F,1,Kozeretska_1_KA13_1,5,996,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA10,F,1,Kozeretska_2_KA10_1,18,996,Denmark,55.945,10.213,15
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,13,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA1,F,1,Kozeretska_1_VA1_1,8,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA1,F,1,Kozeretska_1_VA1_1,11,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,1,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA6,M,1,Kozeretska_2_VA6_1,5,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA6,F,1,Kozeretska_1_VA6_1,19,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,F,1,Kozeretska_2_VA22_1,4,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,F,1,Kozeretska_2_VA22_1,5,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA26,F,1,Kozeretska_1_VA26_1,9,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA26,F,1,Kozeretska_1_VA26_1,17,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,F,1,Kozeretska_2_VA26_1,2,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,F,1,Kozeretska_1_VA11_1,10,996,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA11,F,1,Kozeretska_2_VA11_1,10,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA15,F,1,Kozeretska_1_VA15_1,2,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA15,F,1,Kozeretska_1_VA15_1,7,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA18,F,1,Kozeretska_1_VA18_1,9,996,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,1,996,Russia,57.979,33.244,217
