Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,AreaT4,AreaT5,AreaT6,PercT4,PercT5,PercT6,TotalArea,TotalBlack,TotalPerc,Orientation,Country,Latitude,Longitude,Altitude
Gibert,NS,1,MA,MA9,FALSE,10,11914,9680,6873,19.188,20.785,52.553,28467,7910.01401,27.78660909,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,1,7626,8207,7236,30.894,38.735,58.126,23069,9740.95525,42.22530344,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,2,9937,92498,8394,19.795,56.261,75.304,110829,60328.34669,54.43371923,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,3,8472,8530,7400,28.588,51.29,67.959,24402,11825.97836,48.46315204,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,4,10115,9361,6936,29.372,55.165,88.826,26412,14295.94481,54.12670305,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,5,6682,7045,6443,12.317,44.599,68.214,20170,8360.04951,41.44794006,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,6,13389,70904,7900,35.425,52.476,85.405,92193,48697.63129,52.82139782,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,7,10087,7647,7474,43.422,65.882,66.444,25208,14383.99824,57.06124341,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,8,14253,10637,8380,26.338,45.379,83.138,33270,15547.88377,46.73244295,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,9,9151,6867,8058,31.8,62.939,65.81,24076,12535.00893,52.06433349,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA13,FALSE,10,11609,10198,7443,24.869,33.977,71.047,29250,11640.04488,39.79502523,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,1,12920,10332,8499,14.319,31.34,46.558,31751,9045.02802,28.48737999,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,2,10229,8624,8313,28.8,69.585,78.479,27166,15470.92167,56.94957546,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,3,9087,7298,6464,42.533,62.168,89.836,22849,14208.99339,62.18650002,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,4,12192,9690,6616,13.099,48.4,90.13,28498,12249.99088,42.98544066,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,5,10763,12540,7361,17.792,29.442,61.486,30664,10132.96422,33.04514812,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,6,8441,7135,5153,5.734,25.382,66.214,20729,5707.02006,27.53157441,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,7,11768,11496,6940,5.634,21.938,52.277,30204,6813.0254,22.55669911,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,8,11960,10360,6081,26.722,40.82,79.247,28401,12243.91327,43.11085268,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,9,15177,9552,6564,32.925,76.905,89.138,31293,18194.01117,58.14083396,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA16,FALSE,10,7615,8717,7585,8.536,30.4,62.703,23917,8056.00695,33.6831833,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,1,9154,6980,5511,31.418,13.911,1.597,21645,3935.00219,18.1797283,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,2,10118,9242,7910,25.539,22.528,5.082,27270,5068.05998,18.58474507,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,3,8762,6615,5987,32.036,29.841,51.745,21364,7878.94962,36.87956197,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,4,10409,8637,5331,19.925,23.469,50.141,24377,6774.02749,27.78860192,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,5,13113,11814,7431,14.672,29.829,61.163,32358,9992.95995,30.88250185,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,6,10315,7955,4639,18.013,26.813,76.805,22909,7553.99905,32.97393623,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,7,12183,11446,7341,27.317,26.734,56.287,30970,10520.03242,33.96846116,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,8,10270,9766,5466,31.071,37.078,26.162,25502,8242.0441,32.31920673,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,9,9441,9024,7540,14.183,29.466,36.313,26005,6736.02907,25.9028228,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA18,FALSE,10,9179,8533,8076,15.198,10.7,0.248,25788,2328.0839,9.027779975,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,1,8689,6722,4746,32.961,32.654,33.144,20157,6631.99741,32.90170864,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,2,9265,9366,8366,52.099,37.177,26.488,26997,10524.95625,38.98565118,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,3,10192,9320,7833,30.426,33.305,42.053,27345,9499.05541,34.73781463,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,4,10882,9253,7632,54.475,39.587,23.873,27767,11412.94197,41.10253888,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,5,11684,11095,7916,38.625,47.256,54.763,30695,14091.03728,45.90662088,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,6,9827,7950,5900,24.992,27.95,29.864,23677,6439.96484,27.19924332,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,7,11615,8222,5216,9.006,26.271,50.767,25053,5854.05524,23.36668359,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,8,10024,8774,7916,24.731,23.604,26.213,26714,6625.07148,24.79999805,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,9,9656,9153,7999,31.307,27.029,24.378,26808,7446.96451,27.7788888,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA19,FALSE,10,9077,9689,6966,45.224,47.291,59.374,25732,12823.00031,49.8328941,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,1,8625,8311,7002,25.843,35.844,67.152,23938,9909.93663,41.39834836,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,2,8061,8640,7768,26.399,32.338,69.503,24469,10321.01963,42.17998132,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,3,11226,10780,8533,11.073,28.85,62.323,30539,9671.10657,31.66805256,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,4,8624,9691,6299,16.245,26.685,75.393,24614,8736.01722,35.49206638,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,5,9207,7623,6557,17.78,30.749,67.683,23387,8418.97518,35.99852559,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,6,8437,6410,7138,25.696,40.468,43.528,21985,7868.99896,35.79258112,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,7,11090,8091,6218,24.103,45.31,75.909,25399,11059.07642,43.54138517,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,8,11504,8901,6635,20.393,53.477,90.46,27040,13108.01949,48.47640344,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,9,13704,10898,6273,15.915,42.155,76.55,30875,11577.025,37.49643725,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA20,FALSE,10,7720,7767,7781,25.272,32.69,54.08,23268,8697.9955,37.38179259,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,1,10179,7238,5662,20.483,32.675,82.179,23079,9102.95605,39.44259305,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,2,9597,7053,6448,13.619,25.649,57.646,23098,6833.05348,29.58287938,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,3,8006,7845,6971,33.213,40.982,77.837,22822,11300.08795,49.51401258,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,4,9012,7385,4722,29.05,26.473,16.815,21119,5367.02135,25.41323619,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,5,7782,8297,8419,27.281,29.143,23.019,24498,6478.97174,26.44694155,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,6,8803,6661,8388,15.995,30.866,60.348,23852,8526.01435,35.74549032,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,7,7829,7368,5373,20.092,19.463,22.967,20570,4241.05343,20.61766373,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,8,8948,7087,6446,10.248,16.481,59.696,22481,5933.00367,26.39119109,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,9,7962,7279,6072,31.424,28.617,45.306,21313,7335.99063,34.42026289,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA21,FALSE,10,13664,12017,6275,22.98,22.06,48.622,31956,8841.9679,27.66919483,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,1,14026,9043,6348,5.618,15.824,54.206,29417,5659.94188,19.2403776,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,2,12312,8808,6595,18.462,22.616,15.694,27715,5300.07802,19.12349998,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,3,9163,9393,8162,27.698,32.365,15.462,26718,6840.02063,25.60079583,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,4,8661,8824,6372,26.36,29.873,19.335,23857,6151.05932,25.78303777,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,5,12937,8350,6006,14.068,41.569,15.501,27293,6221.97872,22.79697622,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,6,8469,8545,7557,16.944,21.826,9.038,24571,3983.02072,16.21025078,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,7,9797,8089,9576,28.488,37.285,31.109,27462,8785.95085,31.99312086,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,8,9237,8482,5690,19.779,31.738,10.668,23409,5126.01259,21.89761455,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,9,9473,9225,6545,23.688,31.154,47.517,25243,8227.90839,32.59481199,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA23,FALSE,10,10212,7148,3768,23.384,27.49,6.316,21128,4590.94616,21.72920371,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,1,9872,8456,7327,28.373,23.64,31.896,25655,7137.00088,27.819142,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,2,10397,9123,6397,31.817,28.003,42.504,25917,8581.70806,33.11227403,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,3,10404,7957,9929,33.535,43.308,55.454,28290,12441.02662,43.9767643,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,4,9490,8589,8497,20.421,29.235,54.101,26576,9045.90902,34.03788764,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,5,10073,8086,7073,40.832,44.41,41.849,25232,10663.97973,42.26371168,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,6,8724,8629,7360,35.099,35.358,33.628,24713,8588.09938,34.75134294,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,7,9725,8354,6988,35.846,38.245,47.782,25067,10020.01696,39.97294036,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,8,8554,7933,7161,23.86,38.762,54.964,23648,9051.9459,38.27784971,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,9,8290,8279,7969,25.054,29.231,20.128,24538,6101.01141,24.86352356,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA26,FALSE,10,8003,7420,6095,24.928,43.464,50.451,21518,8295.00509,38.54914532,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,1,8719,7660,5017,14.164,45.979,81.543,21396,8847.96287,41.35335049,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,2,9232,7092,5148,10.951,28.793,71.737,21472,6746.01664,31.4177377,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,3,7389,6378,4567,8.107,42.38,83.165,18334,7100.16818,38.72678183,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,4,9373,7877,6266,37.352,54.881,72.949,23516,12394.96367,52.70863952,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,5,8237,9485,6279,14.641,42.741,76.684,24001,10074.95138,41.97721503,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,6,8917,6596,4668,23.371,40.525,51.285,20181,7151.00487,35.43434354,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,7,7827,6545,4825,30.126,58.915,84.394,19197,10285.95927,53.58107657,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,8,8374,7669,6861,31.108,46.46,74.902,22904,11307.02754,49.36704305,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,9,8580,8028,5897,7.11,40.147,83.89,22505,8780.03246,39.01369678,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA27,FALSE,10,16393,10780,8044,11.218,32.727,31.502,35217,7900.95822,22.43506892,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,1,10097,8509,6605,17.609,38.242,53.142,25211,8542.02161,33.88212134,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,2,10018,9200,6949,10.541,9.837,13.067,26167,2869.02721,10.96429552,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,3,9637,9613,7065,13.479,11.734,2.703,26315,2617.9276,9.948423333,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,4,8867,8056,6065,37.803,37.649,49.959,22988,9415.0088,40.95618932,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,5,7950,7917,7449,28.465,30.567,17.734,23316,6003.96255,25.75039694,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,6,9538,9480,7625,20.308,27.131,12.42,26643,5456.02084,20.4782526,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,7,11823,10768,9088,46.384,44.242,27.564,31679,12752.9752,40.25687427,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,8,8499,8678,7755,9.777,17.884,34.739,24932,5076.9302,20.36310845,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,9,10773,8467,7473,33.426,38.172,35.461,26713,9483.00675,35.49959477,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA28,FALSE,10,8351,8491,6034,36.93,35.602,48.658,22876,9043.01384,39.53057283,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,1,11677,9897,9758,5.935,23.047,73.089,31332,10106.01616,32.2546156,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,2,12940,9486,7590,9.25,32.585,81.173,30016,10448.9938,34.81141325,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,3,11712,10740,9311,24.394,42.421,69.95,31763,13926.08518,43.84373384,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,4,6699,7544,7116,29.736,35.233,83.024,21359,10557.98,49.43105951,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,5,8874,8391,6757,19.653,31.045,77.771,24022,9603.97964,39.97993356,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,6,9661,8378,6146,22.078,38.446,76.31,24185,10043.97406,41.52976663,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,7,10045,8302,6728,35.699,51.229,82.491,25075,13388.99061,53.39577511,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,8,11651,9619,7750,10.823,31.448,71.303,29020,9811.95335,33.81100396,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,9,10284,6702,6476,32.497,56.983,86.303,23462,12749.97442,54.34308422,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA30,FALSE,10,11726,11019,6788,9.739,30.774,84.885,29533,10294.976,34.85922866,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,1,8714,9052,6657,39.247,53.712,86.39,24423,14032.97612,57.45803595,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,2,10816,7718,6736,29.281,41.397,83.581,25270,11992.06958,47.45575615,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,3,10756,8734,7097,18.027,33.799,74.158,26587,10153.98204,38.19152985,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,4,8911,9213,7160,15.262,28.254,83.654,25284,9952.66424,39.36348774,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,5,13303,9457,5961,32.519,45.236,79.517,28721,13343.97946,46.46070631,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,6,9973,7989,7142,14.85,33.196,85.116,25104,10212.00366,40.67879087,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,7,11836,8899,7493,31.049,28.801,67.436,28228,11290.94011,39.99907932,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,8,8464,8313,6125,25.827,56.37,89.11,22902,12330.02288,53.83819265,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,9,10012,8631,9019,19.057,31.607,56.669,27662,9746.96412,35.23593421,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA30,FALSE,10,9222,8291,8257,28.204,29.454,69.662,25770,10794.99536,41.88977633,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,1,7393,6581,5041,47.031,58.836,89.546,19015,11863.01285,62.38765632,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,2,10655,8859,6055,27.424,32.893,65.714,25569,9815.00077,38.3863302,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,3,9283,8179,6193,31.197,23.084,12.272,23655,5544.06283,23.43717113,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,4,8061,8496,7210,17.876,79.178,86.366,23767,14394.93584,60.56690302,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,5,10030,9067,7155,28.066,27.727,46.932,26252,8687.01149,33.0908559,OK,Austria,48.375,15.56,572
Gibert,NS,2,MA,MA31,FALSE,6,8285,7615,5416,45.552,56.507,69.35,21316,11832.98725,55.51223142,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,1,12572,9837,8202,15.049,29.694,80.992,30611,11455.9229,37.42420339,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,2,7968,7743,6570,14.495,53.184,92.511,22281,11350.97142,50.94462286,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,3,9722,7432,7320,15.367,24.408,46.503,24474,6712.0019,27.42503024,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,4,10016,6461,6015,24.441,52.825,79.086,22492,10618.05671,47.20814827,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,5,8425,8004,6561,12.439,22.926,56.318,22990,6578.00677,28.61246964,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,6,9951,7259,5224,20.209,56.013,87.462,22434,10645.99614,47.45473897,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,7,6972,7875,6657,15.749,53.168,77.678,21504,10456.02474,48.62362695,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,8,17567,13035,6699,21.927,32.167,63.189,37301,12277.91565,32.91578148,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,9,7908,6282,6962,11.659,31.121,66.633,21152,7516.0044,35.53330371,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA32,FALSE,10,11054,8650,6826,12.927,30.59,56.49,26530,7930.99298,29.89443264,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,1,9960,8298,7236,15.592,26.922,24.862,25494,5585.96508,21.91090092,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,2,14245,10455,7408,17.115,30.741,52.011,32108,9504.97818,29.60314619,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,3,14153,11079,6459,11.906,18.386,46.648,31691,6735.03544,21.25220233,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,4,14250,10526,7451,12.161,30.601,54.127,32227,8987.00653,27.88657501,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,5,15410,13303,7530,12.609,19.394,38.114,36243,7393.01492,20.39846293,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,6,10276,7465,7966,21.214,39.397,39.317,25707,8252.92891,32.10381962,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,7,10311,7154,5656,18.475,35.938,40.17,23121,6747.97697,29.18548925,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,8,8481,7551,5165,26.707,39.107,46.757,21197,7632.98929,36.00976218,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,9,11471,9390,7060,25.656,40.895,33.612,27921,9156.04746,32.79269174,OK,Austria,48.375,15.56,572
Gibert,NS,1,MA,MA33,FALSE,10,9303,10315,8616,35.784,51.362,43.57,28234,12380.96702,43.85126805,OK,Austria,48.375,15.56,572
Gibert,NS,1,MU,MU1,FALSE,1,12545,8396,9817,16.078,52.894,80.259,30758,14336.99137,46.61223542,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,2,6659,5429,5187,17.285,41.997,78.292,17275,7492.03132,43.36921169,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,3,10750,9888,6776,13.526,40.2,88.282,27414,11411.00932,41.62475129,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,4,9146,6904,5551,37.918,65.18,84.381,21601,12651.99679,58.57134758,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,5,7560,7449,6164,23.175,68.157,89.147,21173,12324.06601,58.20651778,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,6,12003,9731,6110,50.129,89.426,90.998,27844,20279.00573,72.83079202,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,7,10650,7544,4318,11.559,42.007,74.108,22512,7600.02502,33.75988371,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,8,7997,7732,7078,21.333,27.962,55.312,22807,7783.00521,34.12551063,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,9,9093,7419,7558,46.442,42.849,35.34,24070,10072.93557,41.84850673,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU1,FALSE,10,6914,6371,5442,21.42,40.229,72.822,18727,8006.94163,42.75613622,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,1,16009,12604,9712,25.248,28.689,21.592,38325,9754.92892,25.45317396,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,2,13096,9773,6005,39.424,42.229,18.218,28874,10383.99811,35.96314369,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,3,10137,8785,9443,38.71,35.094,6.83,28365,7651.9975,26.97689935,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,4,13420,14992,10316,36.438,43.61,38.096,38728,15357.97416,39.65599608,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,5,10711,11674,9311,22.631,27.566,29.879,31696,8424.09494,26.57778565,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,6,11401,7989,6001,11.429,26.123,17.964,25391,4468.0064,17.59681147,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,7,11924,9521,6966,39.836,31.551,22.969,28411,9354.03589,32.92399384,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,8,9457,6871,4808,23.771,44.011,63.769,21136,8338.0328,39.44943603,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,9,10757,9406,8370,30.845,51.297,55.902,28533,12821.98987,44.93740536,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU2,FALSE,10,9708,9205,6004,30.882,31.776,54.48,24917,9193.98456,36.89844106,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,1,14214,11161,8485,19.333,29.048,62.298,33860,11276.0252,33.30190549,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,2,8159,7605,8225,21.118,19.947,37.082,23989,6289.98147,26.22027375,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,3,12592,8254,6574,12.667,23.54,38.12,27420,6044.02904,22.0424108,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,4,6661,7216,5855,19.502,12.542,25.448,19732,3694.03934,18.72105889,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,5,12343,9626,7629,12.752,13.702,18.915,29598,4335.95923,14.64950074,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,6,9376,8193,6662,23.528,20.884,14.965,24231,4913.9797,20.27972308,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,7,11271,6512,6564,17.301,32.402,42.733,24347,6865.00807,28.19652553,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,8,13015,9209,6907,14.307,23.151,52.367,29131,7611.02033,26.12687628,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,9,11188,8439,6851,12.612,14.137,35.615,26478,5044.03564,19.04991178,OK,Germany,48.18,11.61,520
Gibert,NS,2,MU,MU3,FALSE,10,11886,10761,11367,13.428,29.83,42.588,34014,9647.03634,28.36195784,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU4,FALSE,1,10223,8983,9801,34.207,41.066,51.127,29007,12196.89766,42.04811825,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU4,FALSE,2,8373,6703,5009,24.376,28.718,29.906,20085,5463.96156,27.20418999,OK,Germany,48.18,11.61,520
Gibert,NS,1,MU,MU4,FALSE,3,8712,9367,9305,17.091,20.423,27.233,27384,5936.02098,21.67696823,OK,Germany,48.18,11.61,520
