Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	SR	Pasyukova	F	KA	KA15	-10.319	3.594
lmer_pop	SR	Pasyukova	F	KA	KA16	-3.036	3.594
lmer_pop	SR	Pasyukova	F	KA	KA17	-7.384	3.594
lmer_pop	SR	Pasyukova	F	KA	KA18	-12.767	3.673
lmer_pop	SR	Pasyukova	F	KA	KA2	14.081	3.594
lmer_pop	SR	Pasyukova	F	KA	KA23	-3.717	3.596
lmer_pop	SR	Pasyukova	F	KA	KA24	-0.818	3.594
lmer_pop	SR	Pasyukova	F	KA	KA25	-0.785	3.757
lmer_pop	SR	Pasyukova	F	KA	KA28	5.234	3.594
lmer_pop	SR	Pasyukova	F	KA	KA29	4.449	3.594
lmer_pop	SR	Pasyukova	F	KA	KA3	3.309	3.594
lmer_pop	SR	Pasyukova	F	KA	KA5	2.505	3.594
lmer_pop	SR	Pasyukova	F	KA	KA6	-1.986	3.594
lmer_pop	SR	Pasyukova	F	KA	KA7	1.507	3.594
lmer_pop	SR	Pasyukova	F	KA	KA9	9.091	3.594
lmer_pop	SR	Pasyukova	F	MA	MA12	12.179	3.594
lmer_pop	SR	Pasyukova	F	MA	MA13	12.108	3.594
lmer_pop	SR	Pasyukova	F	MA	MA16	-1.151	3.594
lmer_pop	SR	Pasyukova	F	MA	MA18	14.754	3.594
lmer_pop	SR	Pasyukova	F	MA	MA19	-12.7	3.594
lmer_pop	SR	Pasyukova	F	MA	MA20	-7.044	3.596
lmer_pop	SR	Pasyukova	F	MA	MA21	-9.056	3.594
lmer_pop	SR	Pasyukova	F	MA	MA23	-8.494	3.594
lmer_pop	SR	Pasyukova	F	MA	MA26	-4.28	3.594
lmer_pop	SR	Pasyukova	F	MA	MA27	-6.997	3.594
lmer_pop	SR	Pasyukova	F	MA	MA28	15.047	3.594
lmer_pop	SR	Pasyukova	F	MA	MA3	-11.631	3.594
lmer_pop	SR	Pasyukova	F	MA	MA30	-1.936	3.594
lmer_pop	SR	Pasyukova	F	MA	MA31	-0.866	3.594
lmer_pop	SR	Pasyukova	F	MA	MA32	16.956	3.594
lmer_pop	SR	Pasyukova	F	MA	MA33	-0.438	3.594
lmer_pop	SR	Pasyukova	F	MA	MA5	-1.579	3.594
lmer_pop	SR	Pasyukova	F	MA	MA6	2.27	3.594
