"Supervisor.PI","Diet","Batch","Population","Line","Data.Label","Sex","ReplicateChamberOld","ReplicateChamber","Period","CircPhase","AbsPhase","Experiment","ND","Activity","Country","Latitude","Longitude","Altitude"
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",8,"Tauber_1_GI8_M_8",24.1,23.5,12.3,1,0.853448,43,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",8,"Tauber_1_GI8_M_8",24.58,13.18,12.4,1,1,39.6,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",24.4,12.79,12.2,1,1.071429,29,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",23.76,5.25,12.4,1,0.821782,36.8,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",21.24,19.77,12.4,1,1.082569,45.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",26.44,22.33,23.2,1,0.991228,45.4,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",18.48,21.43,NA,1,0.644231,34.2,"Spain",41.618,0.62,173
"Tauber","NS",1,"GI","GI8","GI 8-9-18","M",9,"Tauber_1_GI8_M_9",23.72,9.21,13,1,0.964286,44,"Spain",41.618,0.62,173
"Tauber","NS",1,"AK","AK1","AK 1-7-18","M",9,"Tauber_1_AK1_M_9",24.16,9.74,12.5,1,0.975309,32,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK1","AK 1-7-18","M",9,"Tauber_1_AK1_M_9",24.58,9.18,12.5,1,0.855556,33.4,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK1","AK 1-7-18","M",9,"Tauber_1_AK1_M_9",24.84,10.14,12.5,1,0.666667,16,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK1","AK 1-7-18","M",9,"Tauber_1_AK1_M_9",24.94,6.74,12.7,1,0.7,13.6,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK1","AK 1-7-18","M",9,"Tauber_1_AK1_M_9",23.94,8.02,12.5,1,0.679245,17.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK2","AK 2-7-18","M",9,"Tauber_1_AK2_M_9",23.28,11.34,12.8,1,0.931034,44.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK2","AK 2-7-18","M",9,"Tauber_1_AK2_M_9",25.4,1.89,12.5,1,0.93578,42.2,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK2","AK 2-7-18","M",9,"Tauber_1_AK2_M_9",23.34,12.44,12.5,1,0.816667,43.6,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK3","AK 3-7-18","M",9,"Tauber_1_AK3_M_9",24.26,10.39,12.7,1,1.044776,27.4,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK3","AK 3-7-18","M",9,"Tauber_1_AK3_M_9",23.86,21.22,12.7,1,0.831579,34.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK3","AK 3-7-18","M",9,"Tauber_1_AK3_M_9",22.84,11.24,12.8,1,0.692308,17.6,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK3","AK 3-7-18","M",9,"Tauber_1_AK3_M_9",25.86,7.15,12.5,1,0.746479,24.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK4","AK 4-7-18","M",9,"Tauber_1_AK4_M_9",20.76,20.46,12.6,1,1.087912,38,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK4","AK 4-7-18","M",9,"Tauber_1_AK4_M_9",22.96,8.99,12.4,1,0.936508,24.4,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK4","AK 4-7-18","M",9,"Tauber_1_AK4_M_9",25.3,8.63,12.5,1,0.742268,33.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK4","AK 4-7-18","M",9,"Tauber_1_AK4_M_9",24.54,4.6,12.5,1,1.07767,42.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",25.78,13.5,11.5,1,1.058824,14,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",24.06,10.57,12.4,1,3.2,16.8,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",24.5,7.93,0,1,0.884058,26,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",24.92,6.55,23.9,1,6,19.6,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",26.28,9.41,12.4,1,1.125,27.2,"Finland",61.1,23.52,88
"Tauber","NS",1,"AK","AK5","AK 5-7-18","M",9,"Tauber_1_AK5_M_9",23.7,5.06,12.6,1,3.111111,29.6,"Finland",61.1,23.52,88
"Tauber","NS",1,"MU","MU1","MU 1-6-18","M",9,"Tauber_1_MU1_M_9",19.34,16.38,NA,1,0,0.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU1","MU 1-6-18","M",9,"Tauber_1_MU1_M_9",22.7,16.81,NA,1,0,0.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU3","MU 3-6-18","M",9,"Tauber_1_MU3_M_9",18.64,18.8,12.6,1,0.93617,18.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU3","MU 3-6-18","M",9,"Tauber_1_MU3_M_9",20.64,1.05,12.6,1,0.491803,18.2,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU4","MU 4-6-18","M",9,"Tauber_1_MU4_M_9",24.26,22.75,12.1,1,0.616279,27.8,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU9","MU 9-6-18","M",9,"Tauber_1_MU9_M_9",23.1,19.53,11.9,1,1.054054,45.6,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU9","MU 9-6-18","M",9,"Tauber_1_MU9_M_9",24.16,12.22,12.7,1,0.8,39.6,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU9","MU 9-6-18","M",9,"Tauber_1_MU9_M_9",23.5,11.34,12.5,1,0.80198,36.4,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU5","MU 5-6-18","M",9,"Tauber_1_MU5_M_9",24.14,5.47,12.6,1,0.275862,7.4,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU5","MU 5-6-18","M",9,"Tauber_1_MU5_M_9",22.66,10.49,13,1,0.470588,5,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU5","MU 5-6-18","M",9,"Tauber_1_MU5_M_9",24.06,3.49,24.1,1,0.641026,12.8,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU5","MU 5-6-18","M",9,"Tauber_1_MU5_M_9",24.46,1.37,12.3,1,0.7,17,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU6","MU 6-6-18","M",9,"Tauber_1_MU6_M_9",24.66,10.61,12,1,0.643678,28.6,"Germany",48.18,11.61,520
"Tauber","NS",1,"MU","MU6","MU 6-6-18","M",9,"Tauber_1_MU6_M_9",23.92,11.94,12.2,1,0.373737,27.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",1,"Tauber_2_AK6_M_1",24.44,7.46,0.5,2,0.31,26.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",1,"Tauber_2_AK6_M_1",26.64,5.95,12.5,2,0.444444,33.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",1,"Tauber_2_AK6_M_1",19.42,16.07,12.4,2,0.758621,40.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",1,"Tauber_2_AK6_M_1",24.32,13.22,23.8,2,0.666667,31,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",25.16,11.83,12.85,2,0.675926,36.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",24.22,8.52,12.4,2,0.584158,32,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",25.42,10.29,12.4,2,0.603604,35.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",24.66,12.46,12.15,2,0.919643,43,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",24.9,8.58,12.95,2,0.473684,22.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",23.66,5.78,11.17,2,1.081818,45.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",24.68,5.74,12.25,2,0.75,42,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK7","AK 7-7-18","M",1,"Tauber_2_AK7_M_1",25.5,10.82,12.3,2,0.46789,32,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",23.98,11.11,12.35,2,0.623188,22.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.62,1.95,12.35,2,0.471074,35.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",23.7,12.56,12.25,2,0.689655,39.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.14,12.43,12.15,2,0.797468,28.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.1,8.66,12.5,2,0.311828,24.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.48,11.86,12.45,2,0.494253,26,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.26,13.45,12.25,2,0.539823,34.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",23.94,12.53,12.65,2,0.36036,30.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK8","AK 8-7-18","M",1,"Tauber_2_AK8_M_1",24.56,11.53,NA,2,0.25,1,"Finland",61.1,23.52,88
"Tauber","NS",2,"GI","GI1","GI 1-9-18","M",1,"Tauber_2_GI1_M_1",22.78,22.76,12.79,2,1,48,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI1","GI 1-9-18","M",1,"Tauber_2_GI1_M_1",23.66,22.72,12.85,2,0.983471,48,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI1","GI 1-9-18","M",1,"Tauber_2_GI1_M_1",24.72,10.19,12.5,2,0.915966,45.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI1","GI 1-9-18","M",1,"Tauber_2_GI1_M_1",23.72,12.45,12.95,2,0.949153,46,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI1","GI 1-9-18","M",1,"Tauber_2_GI1_M_1",23.72,13.15,12.5,2,0.975207,47.8,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI2","GI 2-9-18","M",1,"Tauber_2_GI2_M_1",24.7,5.73,23.9,2,1.32,11.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI3","GI 3-9-18","M",1,"Tauber_2_GI3_M_1",23.18,12.42,22.37,2,0.830357,41,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI3","GI 3-9-18","M",1,"Tauber_2_GI3_M_1",25.42,4.72,12.85,2,0.439252,30.8,"Spain",41.618,0.62,173
"Tauber","NS",2,"MU","MU9","MU9-6-18","M",2,"Tauber_2_MU9_M_2",22.32,7.63,23.08,2,0.764706,42,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU9","MU9-6-18","M",2,"Tauber_2_MU9_M_2",21.46,15.1,12.25,2,0.794872,42,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU9","MU9-6-18","M",2,"Tauber_2_MU9_M_2",24.12,7.26,12.95,2,0.927928,42.8,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU9","MU9-6-18","M",2,"Tauber_2_MU9_M_2",25.08,21.24,12.4,2,0.883333,45.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",26.76,2.28,12.3,2,1.542857,17.8,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",24.62,9.26,11.7,2,2.69697,24.4,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",22.48,10.68,12.5,2,0.922414,44.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",23.64,23.15,12.5,2,0.704348,39.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",24.78,8.81,12.6,2,2.560976,29.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU10","MU10-6-18","M",2,"Tauber_2_MU10_M_2",23.86,20.62,12.45,2,1.283582,30.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"AK","AK1","AK 1-7-18","M",2,"Tauber_2_AK1_M_2",24.68,18.18,12.4,2,0.366337,27.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK1","AK 1-7-18","M",2,"Tauber_2_AK1_M_2",24.64,0.25,12.25,2,0.494118,25.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK1","AK 1-7-18","M",2,"Tauber_2_AK1_M_2",21.18,0.45,12.4,2,0.326531,26,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK1","AK 1-7-18","M",2,"Tauber_2_AK1_M_2",23.16,18.34,12.5,2,0.705882,11.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK1","AK 1-7-18","M",2,"Tauber_2_AK1_M_2",24.42,0.08,12.4,2,0.82906,42.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",23.52,15.82,12.85,2,1.117647,43.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",23.26,2.79,12.5,2,0.912088,34.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",21.28,16.24,12.4,2,1.178571,24.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",25.52,15.99,12.6,2,1.830189,30,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",24,11.5,12.65,2,0.839623,39,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK2","AK 2-7-18","M",2,"Tauber_2_AK2_M_2",23.86,10.26,12.6,2,0.741935,32.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK3","AK 3-7-18","M",2,"Tauber_2_AK3_M_2",23.3,0.62,12.3,2,0.688073,36.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK3","AK 3-7-18","M",2,"Tauber_2_AK3_M_2",24.5,8.23,12.2,2,0.577778,28.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK3","AK 3-7-18","M",2,"Tauber_2_AK3_M_2",24.18,5.86,12.4,2,0.532609,28.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",24.8,10.16,12.15,2,0.786408,36.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",25.16,8.01,11.4,2,0.583333,34.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",25.46,10.09,12.3,2,0.686869,33.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",26.34,3.83,12.25,2,0.735849,36.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",26.54,13.56,12.25,2,0.547368,29.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK4","AK 4-7-18","M",2,"Tauber_2_AK4_M_2",24.74,14.36,12.4,2,0.754545,38.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK5","AK 5-7-18","M",2,"Tauber_2_AK5_M_2",22.9,0.31,11.25,2,0.842593,39.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK5","AK 5-7-18","M",2,"Tauber_2_AK5_M_2",25.68,0.19,0.3,2,0.952381,24.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK5","AK 5-7-18","M",2,"Tauber_2_AK5_M_2",24.06,9.08,0.5,2,0.766355,37.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK5","AK 5-7-18","M",2,"Tauber_2_AK5_M_2",25.98,4.16,11.8,2,0.942857,27.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",2,"Tauber_2_AK6_M_2",25.64,6.74,12.05,2,0.606838,37.6,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",2,"Tauber_2_AK6_M_2",25.76,1.4,12.4,2,0.346939,13.2,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",2,"Tauber_2_AK6_M_2",23.7,12.56,12.25,2,0.613445,38.4,"Finland",61.1,23.52,88
"Tauber","NS",2,"AK","AK6","AK 6-7-18","M",2,"Tauber_2_AK6_M_2",23.88,7.04,11.16,2,0.519231,15.8,"Finland",61.1,23.52,88
"Tauber","NS",2,"MU","MU2","MU 2-6-18","M",3,"Tauber_2_MU2_M_3",23.96,9.82,0,2,1.277778,41,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",24.06,10.97,12.4,2,0.555556,28,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",24.72,22.14,12.35,2,0.725275,31.4,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",24.6,1.27,12.15,2,0.705882,23.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",22.76,13.29,12.4,2,0.488372,25.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",23.3,11.85,21.22,2,0.4375,27.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU3","MU3-6-18","M",3,"Tauber_2_MU3_M_3",30.08,20.74,12.5,2,0.567164,21,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU5","MU5-6-18","M",3,"Tauber_2_MU5_M_3",25.08,8.61,12.6,2,1.404762,20.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU5","MU 5-6-18","M",3,"Tauber_2_MU5_M_3",25.16,4.2,21.13,2,0.5,18,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU6","MU 6-6-18","M",3,"Tauber_2_MU6_M_3",23.64,9.64,12.4,2,0.61,32.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU6","MU 6-6-18","M",3,"Tauber_2_MU6_M_3",24.16,12.42,12.65,2,0.892308,24.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU6","MU 6-6-18","M",3,"Tauber_2_MU6_M_3",23.08,3.54,12.5,2,0.957447,36.8,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU6","MU 6-6-18","M",3,"Tauber_2_MU6_M_3",24.26,3.66,12,2,0.444444,23.4,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU7","MU 7-6-18","M",3,"Tauber_2_MU7_M_3",25.1,23.04,12.15,2,0.766234,27.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU7","MU 7-6-18","M",3,"Tauber_2_MU7_M_3",22.78,19.81,12.75,2,0.954545,17.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU7","MU 7-6-18","M",3,"Tauber_2_MU7_M_3",24.58,11.91,12.75,2,1,22,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU8","MU 8-6-18","M",3,"Tauber_2_MU8_M_3",25.1,23.81,23.7,2,1.257143,31.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU8","MU 8-6-18","M",3,"Tauber_2_MU8_M_3",23.82,0.18,23.5,2,1.95122,24.2,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU9","MU 9-6-18","M",3,"Tauber_2_MU9_M_3",22.76,12.97,12.05,2,0.601852,34.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"MU","MU9","MU 9-6-18","M",3,"Tauber_2_MU9_M_3",23.18,12.01,12.5,2,0.734043,32.6,"Germany",48.18,11.61,520
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",24.34,10.75,11.85,2,0.704082,33.4,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",22.5,10.77,10.27,2,0.3125,12.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",23.24,20.45,17.75,2,0.875,45,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",21.36,11.12,8.9,2,0.921569,19.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",22.4,14.04,23.5,2,0.906667,28.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",26.56,2.26,12.4,2,0.522523,33.8,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI4","GI 4-9-18","M",4,"Tauber_2_GI4_M_4",22.84,11.14,0.6,2,0.205479,17.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI5","GI 5-9-18","M",4,"Tauber_2_GI5_M_4",22.1,19.44,12.75,2,0.909091,46.2,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI5","GI 5-9-18","M",4,"Tauber_2_GI5_M_4",23.96,18.03,12.55,2,0.80198,36.4,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI5","GI 5-9-18","M",4,"Tauber_2_GI5_M_4",20.48,23.55,20.99,2,0.912281,43.6,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI6","GI 6-9-18","M",4,"Tauber_2_GI6_M_4",22.34,13.11,12.4,2,0.454545,32,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI6","GI 6-9-18","M",4,"Tauber_2_GI6_M_4",23.74,13.65,12.5,2,0.693069,34.2,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI6","GI 6-9-18","M",4,"Tauber_2_GI6_M_4",23.54,9.69,12.5,2,1.222222,36,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI6","GI 6-9-18","M",4,"Tauber_2_GI6_M_4",21.22,13.23,12.4,2,0.871795,43.8,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI6","GI 6-9-18","M",4,"Tauber_2_GI6_M_4",22.82,9.36,12.5,2,0.703704,36.8,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",22.56,16.7,21.91,2,0.859504,45,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",23.96,3.01,0.6,2,0.266667,30.4,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",26.06,18.88,12.6,2,0.669725,36.4,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",23.74,2.18,12.4,2,0.2,18,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",25.34,8.33,12.5,2,0.513514,11.2,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",23.54,8.67,12.5,2,0.37931,16,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI7","GI 7-9-18","M",4,"Tauber_2_GI7_M_4",23.56,15.99,12.4,2,0.566667,28.2,"Spain",41.618,0.62,173
"Tauber","NS",2,"GI","GI9","GI 9-9-18","M",4,"Tauber_2_GI9_M_4",22.78,8.96,12.5,2,0.779661,21,"Spain",41.618,0.62,173
"Tauber","NS",2,"UM","UM9","UM  9-8-18","M",5,"Tauber_2_UM9_M_5",27.74,23.79,12.6,2,0.313953,22.6,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",27.96,21.37,12.25,2,0.659341,30.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",24.08,23.62,23.7,2,1.789474,10.6,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",24.96,10.1,12.75,2,0.666667,13,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",28.64,9.39,0,2,1.666667,4.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",23.36,13.87,12.25,2,1.033333,12.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",27.72,3.03,12.05,2,0.698113,18,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",23.36,11.82,12.05,2,0.871795,14.6,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM13","UM  13-8-18","M",5,"Tauber_2_UM13_M_5",27.1,2.39,12.4,2,1.016949,23.8,"Ukraine",48.753,30.206,214
