"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","CCRT_seconds","Censor","Country","Latitude","Longitude","Altitude"
"Vieira","S",13,"UM","UM4","F",1,"Vieira_13_UM4_F_1",6,1572,0,"Ukraine",48.753,30.206,214
"Vieira","S",16,"KA","KA24","M",1,"Vieira_16_KA24_M_1",4,1573,0,"Denmark",55.945,10.213,15
"Vieira","S",15,"KA","KA6","F",1,"Vieira_15_KA6_F_1",6,1573,0,"Denmark",55.945,10.213,15
"Vieira","S",9,"MU","MU19","F",1,"Vieira_9_MU19_F_1",4,1573,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM5","F",1,"Vieira_1_UM5_F_1",1,1573,0,"Ukraine",48.753,30.206,214
"Vieira","S",20,"MA","MA26","F",1,"Vieira_20_MA26_F_1",6,1575,0,"Austria",48.375,15.56,572
"Vieira","S",2,"RE","RE9","F",1,"Vieira_2_RE9_F_1",2,1575,0,"Portugal",41.15,-8.41,175
"Vieira","S",5,"AK","AK11","F",1,"Vieira_5_AK11_F_1",5,1577,0,"Finland",61.1,23.52,88
"Vieira","S",2,"UM","UM21","F",1,"Vieira_2_UM21_F_1",5,1577,0,"Ukraine",48.753,30.206,214
"Vieira","S",16,"KA","KA15","M",1,"Vieira_16_KA15_M_1",6,1578,0,"Denmark",55.945,10.213,15
"Vieira","S",21,"MA","MA27","M",1,"Vieira_21_MA27_M_1",4,1578,0,"Austria",48.375,15.56,572
"Vieira","S",22,"VA","VA35","M",1,"Vieira_22_VA35_M_1",2,1578,0,"Russia",57.979,33.244,217
"Vieira","S",3,"AK","AK2","M",1,"Vieira_3_AK2_M_1",2,1579,0,"Finland",61.1,23.52,88
"Vieira","S",12,"KA","KA9","M",1,"Vieira_12_KA9_M_1",4,1579,0,"Denmark",55.945,10.213,15
"Vieira","S",1,"UM","UM17","M",1,"Vieira_1_UM17_M_1",1,1579,0,"Ukraine",48.753,30.206,214
"Vieira","S",24,"VA","VA47","M",1,"Vieira_24_VA47_M_1",4,1581,0,"Russia",57.979,33.244,217
"Vieira","S",11,"RE","RE16","F",1,"Vieira_11_RE16_F_1",2,1583,0,"Portugal",41.15,-8.41,175
"Vieira","S",14,"KA","KA5","F",1,"Vieira_14_KA5_F_1",6,1584,0,"Denmark",55.945,10.213,15
"Vieira","S",7,"AK","AK17","F",1,"Vieira_7_AK17_F_1",3,1585,0,"Finland",61.1,23.52,88
"Vieira","S",3,"RE","RE11","M",1,"Vieira_3_RE11_M_1",3,1587,0,"Portugal",41.15,-8.41,175
"Vieira","S",1,"UM","UM17","M",1,"Vieira_1_UM17_M_1",2,1587,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM17","M",1,"Vieira_1_UM17_M_1",3,1587,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA18","M",1,"Vieira_22_VA18_M_1",3,1587,0,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA47","M",1,"Vieira_24_VA47_M_1",3,1587,0,"Russia",57.979,33.244,217
"Vieira","S",3,"AK","AK2","F",1,"Vieira_3_AK2_F_1",2,1588,0,"Finland",61.1,23.52,88
"Vieira","S",17,"KA","KA17","M",1,"Vieira_17_KA17_M_1",5,1589,0,"Denmark",55.945,10.213,15
"Vieira","S",9,"MU","MU6","F",1,"Vieira_9_MU6_F_1",1,1589,0,"Germany",48.18,11.61,520
"Vieira","S",4,"GI","GI8","F",1,"Vieira_4_GI8_F_1",2,1590,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA20","F",1,"Vieira_20_MA20_F_1",1,1591,0,"Austria",48.375,15.56,572
"Vieira","S",5,"AK","AK14","M",1,"Vieira_5_AK14_M_1",6,1592,0,"Finland",61.1,23.52,88
"Vieira","S",10,"MU","MU17","F",1,"Vieira_10_MU17_F_1",3,1592,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM7","M",1,"Vieira_1_UM7_M_1",5,1592,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"YE","YE23","F",1,"Vieira_23_YE23_F_1",3,1592,0,"Turkey",40.231,32.26,680
"Vieira","S",26,"YE","YE41","F",1,"Vieira_26_YE41_F_1",2,1592,0,"Turkey",40.231,32.26,680
"Vieira","S",22,"VA","VA35","M",1,"Vieira_22_VA35_M_1",6,1593,0,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA57","M",1,"Vieira_24_VA57_M_1",3,1593,0,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA71","M",1,"Vieira_24_VA71_M_1",5,1593,0,"Russia",57.979,33.244,217
"Vieira","S",3,"RE","RE4","F",1,"Vieira_3_RE4_F_1",6,1594,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA18","M",1,"Vieira_22_VA18_M_1",5,1594,0,"Russia",57.979,33.244,217
"Vieira","S",7,"AK","AK17","F",1,"Vieira_7_AK17_F_1",5,1595,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI1","M",1,"Vieira_5_GI1_M_1",6,1595,0,"Spain",41.618,0.62,173
"Vieira","S",16,"KA","KA28","M",1,"Vieira_16_KA28_M_1",4,1595,0,"Denmark",55.945,10.213,15
"Vieira","S",8,"MU","MU8","M",1,"Vieira_8_MU8_M_1",5,1595,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM20","F",1,"Vieira_1_UM20_F_1",2,1595,0,"Ukraine",48.753,30.206,214
"Vieira","S",12,"KA","KA9","F",1,"Vieira_12_KA9_F_1",1,1596,0,"Denmark",55.945,10.213,15
"Vieira","S",23,"VA","VA46","F",1,"Vieira_23_VA46_F_1",4,1596,0,"Russia",57.979,33.244,217
"Vieira","S",22,"YE","YE19","M",1,"Vieira_22_YE19_M_1",6,1598,0,"Turkey",40.231,32.26,680
"Vieira","S",19,"MA","MA32","M",1,"Vieira_19_MA32_M_1",5,1600,0,"Austria",48.375,15.56,572
"Vieira","S",14,"UM","UM26","M",1,"Vieira_14_UM26_M_1",6,1600,0,"Ukraine",48.753,30.206,214
"Vieira","S",27,"YE","YE14","M",1,"Vieira_27_YE14_M_1",2,1600,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK8","M",1,"Vieira_3_AK8_M_1",3,1601,0,"Finland",61.1,23.52,88
"Vieira","S",4,"GI","GI8","F",1,"Vieira_4_GI8_F_1",4,1601,0,"Spain",41.618,0.62,173
"Vieira","S",16,"KA","KA15","M",1,"Vieira_16_KA15_M_1",1,1603,0,"Denmark",55.945,10.213,15
"Vieira","S",14,"UM","UM26","F",1,"Vieira_14_UM26_F_1",2,1603,0,"Ukraine",48.753,30.206,214
"Vieira","S",13,"UM","UM25","F",1,"Vieira_13_UM25_F_1",1,1604,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA11","F",1,"Vieira_23_VA11_F_1",5,1604,0,"Russia",57.979,33.244,217
"Vieira","S",22,"VA","VA9","M",1,"Vieira_22_VA9_M_1",4,1604,0,"Russia",57.979,33.244,217
"Vieira","S",23,"YE","YE11","M",1,"Vieira_23_YE11_M_1",4,1604,0,"Turkey",40.231,32.26,680
"Vieira","S",7,"AK","AK4","F",1,"Vieira_7_AK4_F_1",2,1605,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM9","M",1,"Vieira_1_UM9_M_1",5,1605,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM9","F",1,"Vieira_1_UM9_F_1",5,1606,0,"Ukraine",48.753,30.206,214
"Vieira","S",27,"YE","YE14","M",1,"Vieira_27_YE14_M_1",1,1607,0,"Turkey",40.231,32.26,680
"Vieira","S",6,"AK","AK20","F",1,"Vieira_6_AK20_F_1",1,1608,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","M",1,"Vieira_5_AK7_M_1",5,1608,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK8","M",1,"Vieira_3_AK8_M_1",1,1609,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM18","M",1,"Vieira_1_UM18_M_1",1,1611,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA11","F",1,"Vieira_23_VA11_F_1",1,1611,0,"Russia",57.979,33.244,217
"Vieira","S",6,"AK","AK20","F",1,"Vieira_6_AK20_F_1",6,1612,0,"Finland",61.1,23.52,88
"Vieira","S",15,"KA","KA13","M",1,"Vieira_15_KA13_M_1",3,1612,0,"Denmark",55.945,10.213,15
"Vieira","S",22,"VA","VA34","F",1,"Vieira_22_VA34_F_1",6,1612,0,"Russia",57.979,33.244,217
"Vieira","S",4,"AK","AK3","M",1,"Vieira_4_AK3_M_1",4,1614,0,"Finland",61.1,23.52,88
"Vieira","S",20,"MA","MA13","F",1,"Vieira_20_MA13_F_1",3,1614,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA13","M",1,"Vieira_20_MA13_M_1",1,1615,0,"Austria",48.375,15.56,572
"Vieira","S",1,"UM","UM7","F",1,"Vieira_1_UM7_F_1",4,1615,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"YE","YE19","M",1,"Vieira_22_YE19_M_1",5,1615,0,"Turkey",40.231,32.26,680
"Vieira","S",4,"AK","AK13","M",1,"Vieira_4_AK13_M_1",4,1616,0,"Finland",61.1,23.52,88
"Vieira","S",4,"AK","AK1","M",1,"Vieira_4_AK1_M_1",6,1617,0,"Finland",61.1,23.52,88
"Vieira","S",4,"AK","AK13","M",1,"Vieira_4_AK13_M_1",5,1617,0,"Finland",61.1,23.52,88
"Vieira","S",6,"GI","GI2","M",1,"Vieira_6_GI2_M_1",2,1617,0,"Spain",41.618,0.62,173
"Vieira","S",9,"MU","MU13","F",1,"Vieira_9_MU13_F_1",4,1617,0,"Germany",48.18,11.61,520
"Vieira","S",21,"MA","MA28","M",1,"Vieira_21_MA28_M_1",2,1618,0,"Austria",48.375,15.56,572
"Vieira","S",23,"YE","YE11","M",1,"Vieira_23_YE11_M_1",5,1619,0,"Turkey",40.231,32.26,680
"Vieira","S",3,"AK","AK10","M",1,"Vieira_3_AK10_M_1",6,1620,0,"Finland",61.1,23.52,88
"Vieira","S",2,"UM","UM23","F",1,"Vieira_2_UM23_F_1",3,1620,0,"Ukraine",48.753,30.206,214
"Vieira","S",20,"MA","MA16","F",1,"Vieira_20_MA16_F_1",1,1621,0,"Austria",48.375,15.56,572
"Vieira","S",25,"VA","VA48","M",1,"Vieira_25_VA48_M_1",4,1621,0,"Russia",57.979,33.244,217
"Vieira","S",7,"RE","RE15","M",1,"Vieira_7_RE15_M_1",3,1622,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"YE","YE22","F",1,"Vieira_22_YE22_F_1",5,1622,0,"Turkey",40.231,32.26,680
"Vieira","S",1,"UM","UM18","F",1,"Vieira_1_UM18_F_1",2,1626,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA18","M",1,"Vieira_22_VA18_M_1",4,1627,0,"Russia",57.979,33.244,217
"Vieira","S",4,"AK","AK13","M",1,"Vieira_4_AK13_M_1",3,1628,0,"Finland",61.1,23.52,88
"Vieira","S",9,"MU","MU12","F",1,"Vieira_9_MU12_F_1",1,1628,0,"Germany",48.18,11.61,520
"Vieira","S",3,"AK","AK12","M",1,"Vieira_3_AK12_M_1",1,1630,0,"Finland",61.1,23.52,88
"Vieira","S",16,"KA","KA25","F",1,"Vieira_16_KA25_F_1",3,1630,0,"Denmark",55.945,10.213,15
"Vieira","S",25,"YE","YE27","M",1,"Vieira_25_YE27_M_1",3,1630,0,"Turkey",40.231,32.26,680
"Vieira","S",18,"MA","MA6","F",1,"Vieira_18_MA6_F_1",6,1632,0,"Austria",48.375,15.56,572
"Vieira","S",3,"RE","RE11","F",1,"Vieira_3_RE11_F_1",2,1632,0,"Portugal",41.15,-8.41,175
"Vieira","S",2,"RE","RE13","F",1,"Vieira_2_RE13_F_1",5,1632,0,"Portugal",41.15,-8.41,175
"Vieira","S",2,"RE","RE9","F",1,"Vieira_2_RE9_F_1",4,1633,0,"Portugal",41.15,-8.41,175
"Vieira","S",23,"VA","VA44","M",1,"Vieira_23_VA44_M_1",1,1633,0,"Russia",57.979,33.244,217
"Vieira","S",15,"KA","KA14","M",1,"Vieira_15_KA14_M_1",1,1634,0,"Denmark",55.945,10.213,15
"Vieira","S",22,"VA","VA66","M",1,"Vieira_22_VA66_M_1",6,1634,0,"Russia",57.979,33.244,217
"Vieira","S",4,"AK","AK15","M",1,"Vieira_4_AK15_M_1",3,1636,0,"Finland",61.1,23.52,88
"Vieira","S",18,"MA","MA6","F",1,"Vieira_18_MA6_F_1",1,1636,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU12","F",1,"Vieira_9_MU12_F_1",3,1636,0,"Germany",48.18,11.61,520
"Vieira","S",2,"RE","RE9","M",1,"Vieira_2_RE9_M_1",6,1636,0,"Portugal",41.15,-8.41,175
"Vieira","S",10,"MU","MU18","F",1,"Vieira_10_MU18_F_1",1,1637,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM18","M",1,"Vieira_1_UM18_M_1",5,1637,0,"Ukraine",48.753,30.206,214
"Vieira","S",6,"GI","GI12","F",1,"Vieira_6_GI12_F_1",2,1638,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI15","F",1,"Vieira_7_GI15_F_1",1,1638,0,"Spain",41.618,0.62,173
"Vieira","S",2,"RE","RE10","F",1,"Vieira_2_RE10_F_1",1,1638,0,"Portugal",41.15,-8.41,175
"Vieira","S",24,"VA","VA22","M",1,"Vieira_24_VA22_M_1",4,1638,0,"Russia",57.979,33.244,217
"Vieira","S",12,"KA","KA9","F",1,"Vieira_12_KA9_F_1",3,1639,0,"Denmark",55.945,10.213,15
"Vieira","S",7,"RE","RE15","F",1,"Vieira_7_RE15_F_1",3,1639,0,"Portugal",41.15,-8.41,175
"Vieira","S",6,"RE","RE6","F",1,"Vieira_6_RE6_F_1",6,1639,0,"Portugal",41.15,-8.41,175
"Vieira","S",26,"YE","YE41","M",1,"Vieira_26_YE41_M_1",5,1639,0,"Turkey",40.231,32.26,680
"Vieira","S",4,"AK","AK1","F",1,"Vieira_4_AK1_F_1",4,1640,0,"Finland",61.1,23.52,88
"Vieira","S",12,"KA","KA10","M",1,"Vieira_12_KA10_M_1",3,1640,0,"Denmark",55.945,10.213,15
"Vieira","S",15,"KA","KA14","M",1,"Vieira_15_KA14_M_1",2,1642,0,"Denmark",55.945,10.213,15
"Vieira","S",4,"AK","AK15","M",1,"Vieira_4_AK15_M_1",6,1643,0,"Finland",61.1,23.52,88
"Vieira","S",4,"AK","AK6","M",1,"Vieira_4_AK6_M_1",5,1643,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK8","F",1,"Vieira_3_AK8_F_1",3,1644,0,"Finland",61.1,23.52,88
"Vieira","S",23,"VA","VA44","M",1,"Vieira_23_VA44_M_1",4,1644,0,"Russia",57.979,33.244,217
"Vieira","S",21,"MA","MA27","M",1,"Vieira_21_MA27_M_1",5,1645,0,"Austria",48.375,15.56,572
"Vieira","S",12,"KA","KA7","M",1,"Vieira_12_KA7_M_1",3,1646,0,"Denmark",55.945,10.213,15
"Vieira","S",19,"MA","MA33","M",1,"Vieira_19_MA33_M_1",5,1646,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU2","M",1,"Vieira_8_MU2_M_1",2,1646,0,"Germany",48.18,11.61,520
"Vieira","S",22,"YE","YE22","M",1,"Vieira_22_YE22_M_1",3,1646,0,"Turkey",40.231,32.26,680
"Vieira","S",14,"KA","KA5","F",1,"Vieira_14_KA5_F_1",4,1647,0,"Denmark",55.945,10.213,15
"Vieira","S",24,"VA","VA57","M",1,"Vieira_24_VA57_M_1",5,1647,0,"Russia",57.979,33.244,217
"Vieira","S",17,"KA","KA17","M",1,"Vieira_17_KA17_M_1",3,1649,0,"Denmark",55.945,10.213,15
"Vieira","S",1,"UM","UM17","F",1,"Vieira_1_UM17_F_1",1,1650,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM6","M",1,"Vieira_1_UM6_M_1",6,1650,0,"Ukraine",48.753,30.206,214
"Vieira","S",24,"VA","VA71","M",1,"Vieira_24_VA71_M_1",6,1650,0,"Russia",57.979,33.244,217
"Vieira","S",27,"YE","YE15","M",1,"Vieira_27_YE15_M_1",6,1650,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE40","F",1,"Vieira_23_YE40_F_1",2,1650,0,"Turkey",40.231,32.26,680
"Vieira","S",9,"MU","MU7","M",1,"Vieira_9_MU7_M_1",6,1651,0,"Germany",48.18,11.61,520
"Vieira","S",7,"RE","RE15","M",1,"Vieira_7_RE15_M_1",5,1651,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA55","M",1,"Vieira_22_VA55_M_1",1,1651,0,"Russia",57.979,33.244,217
"Vieira","S",18,"MA","MA5","F",1,"Vieira_18_MA5_F_1",4,1652,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU10","M",1,"Vieira_9_MU10_M_1",3,1652,0,"Germany",48.18,11.61,520
"Vieira","S",8,"UM","UM2","F",1,"Vieira_8_UM2_F_1",2,1652,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM6","M",1,"Vieira_1_UM6_M_1",3,1652,0,"Ukraine",48.753,30.206,214
"Vieira","S",4,"GI","GI8","M",1,"Vieira_4_GI8_M_1",4,1653,0,"Spain",41.618,0.62,173
"Vieira","S",15,"KA","KA11","F",1,"Vieira_15_KA11_F_1",3,1653,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA12","M",1,"Vieira_20_MA12_M_1",4,1653,0,"Austria",48.375,15.56,572
"Vieira","S",11,"RE","RE12","F",1,"Vieira_11_RE12_F_1",4,1653,0,"Portugal",41.15,-8.41,175
"Vieira","S",12,"KA","KA10","M",1,"Vieira_12_KA10_M_1",6,1654,0,"Denmark",55.945,10.213,15
"Vieira","S",1,"UM","UM13","M",1,"Vieira_1_UM13_M_1",1,1655,0,"Ukraine",48.753,30.206,214
"Vieira","S",27,"YE","YE15","M",1,"Vieira_27_YE15_M_1",4,1656,0,"Turkey",40.231,32.26,680
"Vieira","S",2,"UM","UM21","F",1,"Vieira_2_UM21_F_1",3,1657,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM13","M",1,"Vieira_1_UM13_M_1",2,1659,0,"Ukraine",48.753,30.206,214
"Vieira","S",6,"RE","RE6","M",1,"Vieira_6_RE6_M_1",6,1660,0,"Portugal",41.15,-8.41,175
"Vieira","S",7,"RE","RE8","M",1,"Vieira_7_RE8_M_1",3,1660,0,"Portugal",41.15,-8.41,175
"Vieira","S",15,"KA","KA13","M",1,"Vieira_15_KA13_M_1",2,1661,0,"Denmark",55.945,10.213,15
"Vieira","S",21,"MA","MA9","M",1,"Vieira_21_MA9_M_1",4,1661,0,"Austria",48.375,15.56,572
"Vieira","S",4,"RE","RE7","M",1,"Vieira_4_RE7_M_1",1,1661,0,"Portugal",41.15,-8.41,175
"Vieira","S",4,"AK","AK6","F",1,"Vieira_4_AK6_F_1",4,1662,0,"Finland",61.1,23.52,88
"Vieira","S",19,"MA","MA30","M",1,"Vieira_19_MA30_M_1",3,1662,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU10","M",1,"Vieira_9_MU10_M_1",1,1662,0,"Germany",48.18,11.61,520
"Vieira","S",24,"VA","VA22","F",1,"Vieira_24_VA22_F_1",1,1662,0,"Russia",57.979,33.244,217
"Vieira","S",25,"YE","YE26","F",1,"Vieira_25_YE26_F_1",5,1662,0,"Turkey",40.231,32.26,680
"Vieira","S",8,"MU","MU4","M",1,"Vieira_8_MU4_M_1",2,1663,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM13","F",1,"Vieira_1_UM13_F_1",1,1663,0,"Ukraine",48.753,30.206,214
"Vieira","S",13,"UM","UM8","M",1,"Vieira_13_UM8_M_1",6,1663,0,"Ukraine",48.753,30.206,214
"Vieira","S",6,"AK","AK20","F",1,"Vieira_6_AK20_F_1",3,1664,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM6","M",1,"Vieira_1_UM6_M_1",5,1665,0,"Ukraine",48.753,30.206,214
"Vieira","S",7,"AK","AK16","M",1,"Vieira_7_AK16_M_1",5,1666,0,"Finland",61.1,23.52,88
"Vieira","S",18,"MA","MA6","M",1,"Vieira_18_MA6_M_1",5,1666,0,"Austria",48.375,15.56,572
"Vieira","S",14,"UM","UM22","F",1,"Vieira_14_UM22_F_1",5,1669,0,"Ukraine",48.753,30.206,214
"Vieira","S",4,"AK","AK5","M",1,"Vieira_4_AK5_M_1",4,1670,0,"Finland",61.1,23.52,88
"Vieira","S",22,"VA","VA55","F",1,"Vieira_22_VA55_F_1",5,1670,0,"Russia",57.979,33.244,217
"Vieira","S",4,"AK","AK13","M",1,"Vieira_4_AK13_M_1",6,1671,0,"Finland",61.1,23.52,88
"Vieira","S",7,"RE","RE15","M",1,"Vieira_7_RE15_M_1",1,1671,0,"Portugal",41.15,-8.41,175
"Vieira","S",8,"MU","MU1","M",1,"Vieira_8_MU1_M_1",5,1673,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM20","M",1,"Vieira_1_UM20_M_1",5,1673,0,"Ukraine",48.753,30.206,214
"Vieira","S",26,"YE","YE48","M",1,"Vieira_26_YE48_M_1",6,1673,0,"Turkey",40.231,32.26,680
"Vieira","S",18,"MA","MA6","M",1,"Vieira_18_MA6_M_1",2,1675,0,"Austria",48.375,15.56,572
"Vieira","S",5,"GI","GI4","F",1,"Vieira_5_GI4_F_1",5,1676,0,"Spain",41.618,0.62,173
"Vieira","S",4,"AK","AK3","F",1,"Vieira_4_AK3_F_1",2,1677,0,"Finland",61.1,23.52,88
"Vieira","S",11,"RE","RE18","M",1,"Vieira_11_RE18_M_1",4,1677,0,"Portugal",41.15,-8.41,175
"Vieira","S",8,"MU","MU5","M",1,"Vieira_8_MU5_M_1",1,1678,0,"Germany",48.18,11.61,520
"Vieira","S",26,"YE","YE51","F",1,"Vieira_26_YE51_F_1",1,1679,0,"Turkey",40.231,32.26,680
"Vieira","S",2,"RE","RE10","F",1,"Vieira_2_RE10_F_1",5,1680,0,"Portugal",41.15,-8.41,175
"Vieira","S",25,"YE","YE27","F",1,"Vieira_25_YE27_F_1",4,1680,0,"Turkey",40.231,32.26,680
"Vieira","S",20,"MA","MA12","M",1,"Vieira_20_MA12_M_1",1,1681,0,"Austria",48.375,15.56,572
"Vieira","S",21,"MA","MA27","M",1,"Vieira_21_MA27_M_1",6,1683,0,"Austria",48.375,15.56,572
"Vieira","S",4,"AK","AK5","M",1,"Vieira_4_AK5_M_1",1,1684,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI3","M",1,"Vieira_5_GI3_M_1",3,1684,0,"Spain",41.618,0.62,173
"Vieira","S",5,"AK","AK9","M",1,"Vieira_5_AK9_M_1",2,1685,0,"Finland",61.1,23.52,88
"Vieira","S",2,"RE","RE13","M",1,"Vieira_2_RE13_M_1",1,1685,0,"Portugal",41.15,-8.41,175
"Vieira","S",3,"RE","RE4","M",1,"Vieira_3_RE4_M_1",6,1685,0,"Portugal",41.15,-8.41,175
"Vieira","S",11,"RE","RE12","M",1,"Vieira_11_RE12_M_1",6,1687,0,"Portugal",41.15,-8.41,175
"Vieira","S",16,"KA","KA16","F",1,"Vieira_16_KA16_F_1",3,1688,0,"Denmark",55.945,10.213,15
"Vieira","S",16,"KA","KA16","M",1,"Vieira_16_KA16_M_1",1,1688,0,"Denmark",55.945,10.213,15
"Vieira","S",27,"YE","YE13","M",1,"Vieira_27_YE13_M_1",5,1690,0,"Turkey",40.231,32.26,680
"Vieira","S",7,"AK","AK17","M",1,"Vieira_7_AK17_M_1",6,1691,0,"Finland",61.1,23.52,88
"Vieira","S",4,"GI","GI9","M",1,"Vieira_4_GI9_M_1",1,1692,0,"Spain",41.618,0.62,173
"Vieira","S",10,"MU","MU16","F",1,"Vieira_10_MU16_F_1",5,1692,0,"Germany",48.18,11.61,520
"Vieira","S",6,"GI","GI12","M",1,"Vieira_6_GI12_M_1",3,1695,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA20","F",1,"Vieira_20_MA20_F_1",5,1695,0,"Austria",48.375,15.56,572
"Vieira","S",5,"AK","AK18","M",1,"Vieira_5_AK18_M_1",1,1699,0,"Finland",61.1,23.52,88
"Vieira","S",8,"UM","UM2","M",1,"Vieira_8_UM2_M_1",1,1699,0,"Ukraine",48.753,30.206,214
"Vieira","S",6,"RE","RE6","F",1,"Vieira_6_RE6_F_1",4,1700,0,"Portugal",41.15,-8.41,175
"Vieira","S",23,"VA","VA1","M",1,"Vieira_23_VA1_M_1",1,1701,0,"Russia",57.979,33.244,217
"Vieira","S",23,"YE","YE40","M",1,"Vieira_23_YE40_M_1",5,1701,0,"Turkey",40.231,32.26,680
"Vieira","S",16,"KA","KA15","F",1,"Vieira_16_KA15_F_1",4,1702,0,"Denmark",55.945,10.213,15
"Vieira","S",26,"YE","YE69","F",1,"Vieira_26_YE69_F_1",1,1702,0,"Turkey",40.231,32.26,680
"Vieira","S",7,"RE","RE3","M",1,"Vieira_7_RE3_M_1",4,1703,0,"Portugal",41.15,-8.41,175
"Vieira","S",6,"GI","GI12","M",1,"Vieira_6_GI12_M_1",5,1704,0,"Spain",41.618,0.62,173
"Vieira","S",13,"UM","UM25","M",1,"Vieira_13_UM25_M_1",4,1704,0,"Ukraine",48.753,30.206,214
"Vieira","S",7,"GI","GI15","F",1,"Vieira_7_GI15_F_1",2,1705,0,"Spain",41.618,0.62,173
"Vieira","S",19,"MA","MA31","M",1,"Vieira_19_MA31_M_1",5,1705,0,"Austria",48.375,15.56,572
"Vieira","S",4,"AK","AK5","M",1,"Vieira_4_AK5_M_1",6,1706,0,"Finland",61.1,23.52,88
"Vieira","S",19,"MA","MA19","F",1,"Vieira_19_MA19_F_1",4,1707,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU10","F",1,"Vieira_9_MU10_F_1",6,1707,0,"Germany",48.18,11.61,520
"Vieira","S",10,"MU","MU14","M",1,"Vieira_10_MU14_M_1",2,1707,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM9","M",1,"Vieira_1_UM9_M_1",3,1708,0,"Ukraine",48.753,30.206,214
"Vieira","S",27,"YE","YE13","M",1,"Vieira_27_YE13_M_1",3,1708,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"AK","AK19","M",1,"Vieira_5_AK19_M_1",4,1709,0,"Finland",61.1,23.52,88
"Vieira","S",22,"YE","YE22","F",1,"Vieira_22_YE22_F_1",6,1709,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE40","M",1,"Vieira_23_YE40_M_1",4,1709,0,"Turkey",40.231,32.26,680
"Vieira","S",4,"AK","AK6","F",1,"Vieira_4_AK6_F_1",1,1710,0,"Finland",61.1,23.52,88
"Vieira","S",11,"RE","RE12","M",1,"Vieira_11_RE12_M_1",1,1710,0,"Portugal",41.15,-8.41,175
"Vieira","S",22,"VA","VA9","M",1,"Vieira_22_VA9_M_1",6,1710,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK9","M",1,"Vieira_5_AK9_M_1",5,1711,0,"Finland",61.1,23.52,88
"Vieira","S",17,"KA","KA17","M",1,"Vieira_17_KA17_M_1",2,1711,0,"Denmark",55.945,10.213,15
"Vieira","S",10,"MU","MU14","M",1,"Vieira_10_MU14_M_1",5,1713,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM13","F",1,"Vieira_1_UM13_F_1",6,1713,0,"Ukraine",48.753,30.206,214
